Twitter Username,Post,Date Posted
@AbdulAz67039163,"^ Enough with KJ, Zahid Hamidi, Ismail Sabri and UMNO endless drama.
^ That is for their self benefit and not for rakyat.
^ Let's focus on the upcoming GE, as the nation need to hv a new leader to save the country and people's well being.","Nov 15, 2022"
@AbdulAz67039163,"^ Using past storyline and sentiment as written here to rate Anwar, is totally irrelevant.
^ Anwar must be rated based on his current performance and hereafter. 
^ For his 3 mths performances, he has outclassed M'din and Ismail Sabri.",Feb 12
@AbdulRahimWahab,"Tell us when was M'sia Great?

The 60 over yrs of BN? 

DAP swore & cursed BN like hell those yrs.

The @chedetofficial 2nd coming?

You all had conflicts & collapsed.

The 2 Covid yrs of Muhyiddin & Ismail Sabri?

You all labelled M'sia a ""Fail State""

Now? 

You must be joking.",Apr 2
@AbdullahMY74,"Heartiest congratulations to Rishi Sunak for becoming the Prime Minister of the United Kingdom.

Under your & Hon' PM Ismail Sabri's leadership, the bilateral ties between UK & Malaysia will grow deeper & stronger than ever before.

Wishing you all the very best for your tenure.","Oct 25, 2022"
@Abhinav_Dreamer,"Malaysia’s ruling party says it is Prime Minister Ismail Sabri Yaakob’s prerogative as to when parliament would be dissolved, just days after pushing for an election to be held this year","Oct 4, 2022"
@Abner6935,Malaysian leader urges U.S. to adopt more active ASEAN trade agenda . WASHINGTON: Malaysian Prime Minister Ismail Sabri Yaakob on Thursday urged the United States to adopt a more active trade and investment agenda with the...,"May 13, 2022"
@Abraham60373150,Basically telling ismail sabri that they hav3 got him by the balls. Govt is crippled in parliament. Have to call for GE,"Mar 24, 2022"
@AdamSafOne,"Itulah pasal, the fact that he's 6 years older than Ismail Sabri ",Feb 10
@Adam_KeyEL,Ismail Sabri can go to hell....we don't care anymore.,"Aug 25, 2022"
@AdderlyShah,Anwar casually dropped shade at Ismail & Muhyiddin,"Nov 22, 2022"
@AdeuticK,"It is very clear that Anwar Ibrahim is the best candidate out of Muhyiddin Yassin and Ismail Sabri, the powerful talks he delivers and how openly he is to critique makes him the next best Prime Minister, after all of his struggles, he really deserves one more chance","Nov 18, 2022"
@AdhamJuna,that's true uncle long mail or  prime minister of country malaysian's y.a.b dato' sri ismail sabri bin ya'akob,"Apr 17, 2022"
@AdnanDikoi,Now i started to think you are not bad after all. Maintain this mementum then more people will respect you ismail sabri. Bravo,"Aug 27, 2022"
@AdrianKan,Quite telling that BN has to use Ismail Sabri as their poster boy all over Subang instead of the actual Subang candidate. PH only has Wong Chen on theirs,"Nov 7, 2022"
@AfralAbdullah,"And WHY Mahatir didn't do the same before?
So is Muhyiddin? So is Ismail Sabri?
They don't have farmers at heart?
Even with kerajaan perpaduan (actually, kerajaan campuran) Anwar could do it, what if PH commands majority from its own coalition?","Dec 5, 2022"
@AfralAbdullah,"Firstly, is Tun's prediction that Umno will win GE carries weight?
Secondly, it's almost a public knowledge that if BN wins GE15, Ismail Sabri WILL NOT be BN's choice to be the PM.
Finally, what it takes for people to not see Tun's hidden agenda behind his statement?","Oct 8, 2022"
@AfralAbdullah,"Hello KJ. 
Just who are you trying to fool?
If BN wins, who will seek an audience with Agong?
Ismail Sabri or Zahid Hamidi?","Nov 5, 2022"
@AfralAbdullah,"I don't blame him, but @IsmailSabri60 

Appointment will not take place if it doesn't come from PM.
Perhaps, he's an avid supporter of the PM and/or that Ismail Sabri can't afford to lose his support to remain PM. My 2 sen tot lol","Jun 19, 2022"
@AfralAbdullah,"Ismail Sabri once said he was unaware that it is wrong to consume turtle egg. Shocking that people of his level was truly unaware. You said you knew that it's illegal to sell organs in M'sia, and yet, you got consumed over a posting on FB without first verifying it? Come on!!",Apr 8
@AfralAbdullah,"People will take the money, but not give their votes! People shouldn't be decieved into believing that the money comes from bn or Ismail Sabri.","Nov 11, 2022"
@AfralAbdullah,That's precisely why pressured Ismail Sabri.,"Oct 11, 2022"
@AfralAbdullah,"To Ismail Sabri, I just wanna say what Simon Cowell used to say,""if you have it, you have it. You can't fake it"".
IS has no leadership qualities, let alone, skills.
You can go At Regis hotel or any hotel in this world, you can never be a PM, again!.","Nov 23, 2022"
@AfralAbdullah,Tq to Ismail Sabri for dissolving parliament for GE15? Hold him responsible and accountable should people are deprived from voting due to flood? OH YES!.,"Nov 8, 2022"
@AfralAbdullah,"We have seen Mahathir in action, we have also seen Muhyidin & Ismail Sabri, but we have not seen Anwar (without Mahathir's elements & sentiments) in action as Malaysia's No.1
So, what's the problem?
We have seen the worst, but we have yet to see the best.
#AnwarPM10","Nov 18, 2022"
@AfralAbdullah,"You see?
He's throwing the 'burden' on YDPA!.
If he's sincere, he would hv said, BN has only 1 name ie Ismail Sabri. It is the consensus of BN coalition.
Is Zahid still hoping Agung will make him the PM if BN wins?
His intent is clearly indicated despite saying IS the poster boy!","Nov 7, 2022"
@AfrinaEllysa,Working 2 jobs is tiring tapi i bukan anak Ismail Sabri so yeap,"Jun 18, 2022"
@Afro_Dreamer,"But for failing to remove himself from contesting (as predicted ), he now assumes the role as BN's biggest liability. Front and center. Liability paling besar. 

Tapi since there's A LOT of new faces, if Ismail Sabri returns as PM, it will be a new cabinet.","Nov 2, 2022"
@Afro_Dreamer,"Kalau kita lihat sebahagian intipati ucapan dia:

1) Ismail Sabri said the conflicts and crises that occur in the world, including in Ukraine, Palestine and Myanmar, cannot be resolved due to the debility of the global governance system and the UN","Sep 24, 2022"
@Afro_Dreamer,"No idea what BN is gonna do eventually, but I trust Ismail Sabri has answered sufficiently for now. 

Even if BN sits and does nothing, or dies. PN will be around for a while. They're not going away.","Nov 23, 2022"
@Afro_Dreamer,"On a side note, hopefully Ismail Sabri gets the thumbs up tomorrow from most Bahagians to clear up the uncertainty. 

Ismail's relatively low profile and uncontroversial style offers stability to UMNO. 

Nak banding dengan Zahid, bagai langit dan bumi.","Oct 16, 2022"
@Afro_Dreamer,"Tapi antara benda aku tak faham PRU ni is how can people like Muhyiddin lebih daripada Ismail Sabri?? Like, Mail is so neutral.

Selain choice of shirts, cannot find anything to hate him for?? Dude just doing normal PM stuff like managing the economy and being bapak Dafi.","Nov 16, 2022"
@Afro_Dreamer,"Tiba-tiba segala potensi yang ada evaporates. When you sit on the throne, at the top of the hill. People don't talk about potential anymore. They expect it to be realized immediately. Ini yang PM Ismail Sabri harus sedar.","May 16, 2022"
@Afro_Dreamer,Zahid has more chance of saving himself with PH rather than PN. PN will sideline him in favour of tried and tested 'friendly' leaders from before like Ismail Sabri or Hishamuddin. PH is however desperate for numbers.,"Nov 20, 2022"
@AhalyaFerguson,"I overheard Muhyiddin Yassin saying “She is being tortured.” An educational video appeared in the net. Ismail Sabri tried his best, whilst being vice-president of UMNO. Elections, 19th November. Sreesanthan and I await the results, when we should never have had to. Speechless.","Oct 23, 2022"
@Ahhmmedd777,"Out of 222 seats, Anwar won Only 82 seats. Muhyiddin 73 seats & Ismail 30. NO STABILITY. A Hung Parliament. Cost of Elections?? More Reasons why specially Maldives should NEVER reciprocate to a Parliamentary System.","Nov 24, 2022"
@AhliPolitikus,"No to Anwar or Najib or Ismail Sabri or Azmin. All playing to old fashioned feudalism politics. Sick of it! Out with the old, in with the new!","Mar 9, 2022"
@AhliPolitikus,errr but he did in fact voice out before GE15? Lost when contesting for UMNO presidency and lost his seat in Rembau and got kicked to a PH stronghold. Openly supported Ismail Sabri to lead UMNO presidency instead of Zahid BEFORE GE15. Easily verifiable LOL,"Nov 23, 2022"
@AhmadAliKarim12,"(I've had many drafts written for when Mahathir (2020), Muhyiddin (2021) and Ismail Sabri (2022) dissolves the parliament, and only one of them ever gets published. Fortunately, no disaster yet - but I have accidentally posted a draft for my analytical article once in 2013.","Nov 22, 2022"
@AhmadJuwaidi,"In an interview with BFM kot, he said he is.okay being Minister with Ismail Sabri. Then also he said can work with PN not PH","Nov 22, 2022"
@Ahmad_arcana,"PN created more faction in BN. Now that they see the like of Ismail Sabri pon boleh jadi PM, they know that anything is possible","Aug 9, 2022"
@AhmedThaqif,Fair enough. Probably the most “family friendly” approach by Ismail Sabri haha ,Jan 19
@AimanAliNasser,"Dont show your stupidity. Ismail Sabri was on the stage. This is Annuar Musa. Atleast put your facts real, that the least you can do for Malaysia.","Mar 19, 2022"
@AimanIAbdullah,This is like the confidence supply agreement that Ismail Sabri inked with the opposition when he came to power. It's possible. But there's no way BN would do so without negotiating some goodies for themselves. Their mini-economy would collapse without support.,"Nov 21, 2022"
@AimanIAbdullah,"Tomorrow's BERNAMA update: PM Ismail Sabri picks his nose with his left index finger, just like many Keluarga Malaysia supporters.","Mar 6, 2022"
@AimanZahry,"And PH to move their ass with a CSA as counter measures. YDPA is waiting for creative and convincing powers, not necessarily in numbers, but national plans and policies. SD purely because he knows most politicians are hopeless. Learn from Ismail Sabri la.","Nov 21, 2022"
@AimanZahry,"Bila Ismail Sabri isn't the president, he's someone's bitch. In his case, many someone's.",Feb 8
@AimanZahry,"Gang Ismail Sabri kene wiped out? Wow, is it true then that two leaders had , knowing that no one can form a majority?","Nov 1, 2022"
@AimanZahry,"I would've assumed Ismail Sabri would have stood up at the opportunity, taking charge of the situation to show he is abreast and has metal. Instead, his focus went to analogies of goreng pisang and minyak peket scandals conjured by the fairytales of some Kiah. What a tool.","Jul 19, 2022"
@AimanZahry,"Ismail Sabri... The PM that will be remembered as ""Bapa Dongeng"" and the fairy tales of Cik Kiah.","Jul 20, 2022"
@AimanZahry,They needed a poster event to create posters for GE. Ismail Sabri and Kabinet can just wait GE out till the poster mean nothing.,"Aug 30, 2022"
@AimanZahry,Will Ismail Sabri be remembered as the Prime Minister who dangled the nations coffers/resources with promises merely to survive the GE15?,"Oct 18, 2022"
@AimeeFe09684244,"News on #Malaysia | Malaysia Prime Minister Ismail Sabri Yaakob said he would not delay the dissolution of parliament, amid continued pressure from his party to hold a general election as soon as possible.","Jun 2, 2022"
@Aisehman,"Fair enough, but PKR contested under it's own flag. What was its share of the popular vote in the seats it contested?

And BN & PN got larger shares of the popular vote respectively, so it's surprising Ismail and Muhyiddin aren't more favoured than Anwar in your survey.","Apr 26, 2022"
@Aisehman,"The worst thing that can happen to this country is not Muhyiddin or Zahid or Anwar or Mahathir or Ismail is PM per se.

It's PAS (back) in federal power, getting stronger with time. Give it 10-15 years and this place will be unrecognisable.

I'd be happy to be proven paranoid.","Nov 17, 2022"
@AkaunNasional,"Salah, Ismail Sabri bukan pilihan rakyat yang hanya anti-umno dan pro-ph. Not everyone not supporting him? If you don't want him to be your PM, just stop whining and make sure you guys win in next PRU! Period.","May 17, 2022"
@AlakMatthias,Ismail Sabri? say who say whooo? HAHAHAHAA,"Jun 19, 2022"
@AlamLufc,"Malaysia will prosper without Shapiee, Mahathir, Mahiaddin and Ismail Sabri.","Nov 1, 2022"
@AlamLufc,"No, not Ismail Sabri again!!!!","Nov 23, 2022"
@AlannaEloa,"You can also shoot Dato' Seri Ismail BIN Sabri, sleep beside his room and talk to satisfy your soul with your own language now.",Mar 7
@AlawiyahYussof,He was promised to continue as the health minister should Ismail Sabri successfully become the PM again.,"Oct 11, 2022"
@AlawiyahYussof,"I recall Pak Lah went to see his mom. So did Najib.

Muhyiddin went to visit his parents' grave. So did Ismail Sabri.

I hope Anwar will not do either one of the above.","Dec 13, 2022"
@AlawiyahYussof,"If I am an Umno member, the first person who I ask to resign is Ismail Sabri. Why?  

1. He should have used his authority as the PM to push for the PAU. He can go for the president post and most likely will win.

Umno goes into the PRU with a new president, a cleaner image.","Nov 20, 2022"
@AlawiyahYussof,It's Ismail Sabri,"Jun 24, 2022"
@AlawiyahYussof,"Nope, I beg to differ. Anwar and his team will be eaten by them.

If Zahid and gang (Umno's top 5) can orchestrated the downfall of Muhyiddin and Ismail Sabri (their own man), they can do it again.

This will be when PKR 'lena' with all their 'mimpi'.","Dec 2, 2022"
@AlawiyahYussof,"Zahid pula penggal rakan² karib dia (Ismail Sabri), made many members angry and protested. 

If only he stood firm and not said he was 'forced', he is still the PM until next year. 

Umno could have better prepared for the PRU.

Ini tak.

The first Umno leader to resign is Mael.","Nov 20, 2022"
@AlawiyahYussof,"Zahid: ""The decision that Ismail Sabri is our 'poster boy' and candidate for the post of prime minister is final as decided by the Umno supreme council.""

Beside probably being the most handsome among them, he is well trained, obedient and listen to his master.","Oct 17, 2022"
@Aldeenor,Relaxs lah @AzminAli. @IsmailSabri60 will also be charged soon if got evidence. Let @SPRMMalaysia do their job. Ever wondered why Ismail Sabri not running for any post in @umnoonline election? Coz he knew that he is being investigated too... Even @tzafrul_aziz ain't spared. ,Mar 1
@Alex72385784,Govt friendly opposition. Jz like PH support Ismail Sabri as PM but remained as opposition. If Agong accept then we'll have a new govt tomorrow morning. My guess now is tht Agong's lawyers is tearing it apart legally to see whether it holds water,"Nov 22, 2022"
@AlfShahril,why u even mention Ismail Sabri?,"Nov 22, 2022"
@AliAhme70978158,"Actually it is never my intention to defend Ismail Sabri's stupid statement. My point is that BI and BM are artificial languages created from BMelayu and linguistically, both are technically dialects of the BMelayu. Why Indos are triggered by this factual statemnt is beyond me.","Mar 31, 2022"
@AliFadzil,Any of the top5 can become PM. Not necessarily Ismail Sabri,"Oct 7, 2022"
@AliciaS85657970,"In the beginning of the campaign, DS Zahid Hamidi announced DS Ismail Sabri as BN poster boy and candidate for Prime Minister

But now.....","Nov 16, 2022"
@Aliexpr12,"هذه  ترجمة قوقل 
I knocked on the door until all of me died
 When I died, she spoke to me
 She said, O Ismail, be patient
 I said, O Asma, family of Sabri
 Can you translate it?",May 17
@Alif_Ridzo,Why not Ismail Sabri sacks ministers who refuse to support the Anti-Hopping Bill..,"Apr 7, 2022"
@AliffMustafa180,Its like saying we are a part of Ismail Sabri's family just because we live in Malaysia.,"Jul 8, 2022"
@Alleniro,just hope that the same guy that allegedly eat turtle eggs (Ismail Sabri) will not win,"May 9, 2022"
@AllieeChan,cus ismail sabri is on his world tour~,"May 13, 2022"
@AllifAR7,"Best part about game Zahid. Sweet . 
Top 5 get position.

No H20
No KJ
No Ismail Sabri

Reset and Reformasi.","Dec 3, 2022"
@AmerAbdullah03,"Account twitter yang 2 3 orang followers, tapi followed by Ismail Sabri ni actually siapa ya? ","Aug 7, 2022"
@AmidMaran,"It was easy to put all the fault of najib, zahid & few other cases faced by umno. Say those guys were locked, Ismail sabri and others were more than willing to lead umno/bn. Once those warlords gone, they were much more stronger force to be reckon.","Jun 4, 2022"
@Amirfaezzzz,yup...only GPS said that BN join/support the coalition even PN doesnt mention them at all...most likely the side that support ismail sabri will team up with them,"Nov 20, 2022"
@Amirsshah,"Wtf shigaraki, not even anwar ibrahim + ismail sabri + dafi + mahiaddin + myfin can defeat him","Nov 19, 2022"
@AmirulZickery,"The audacity of some to compare him to losers such as Muhyiddin, Zahid and Ismail Sabri! Geli dgr","Nov 15, 2022"
@Amirulafiq1980,"Jgn samakan najib dgn ismail sabri , he is a clean man !!! It is his choice to choose whatever platform to announce !!!","Mar 25, 2022"
@Amirulafiq1980,The issue was PM was walking with Peja  !!! The supporters were booing Peja Not Ismail Sabri #Proi5,"Jun 20, 2022"
@Amirulafiq1980,There are reasons why BM is the official language. Let BM thrives abroad as the Malaysia Identity. Well done Ismail Sabri.,"Mar 25, 2022"
@Amshar_Aziz,"I don’t understand why UMNO is parading Ismail Sabri as the next best thing.

His stint as the PM was a failure. Low approval rate, no vision, no groundbreaking policy and can’t handle pressure from his party.

Don’t they have anyone more capable.","Oct 21, 2022"
@Amshar_Aziz,"Winners and losers for upcoming GE15

Winners 
-zahid hamidi 
- UMNO warlords

Losers
- mangsa banjir
- Bersatu
- ismail sabri","Oct 10, 2022"
@AmyTurn23072136,"Malaysian Prime Minister Ismail Sabri Yaakob says in an interview, ""We are now facing a period of increasing inflation with high prices... do you think this is the right time?""

#Malaysia #Yaakob #IsmailSabri","Jun 2, 2022"
@AndreaL93690786,"@IsmailSabri60 @mfa_russia @ChinaEUMission @POTUS @SenatorRomney 
To: PM Ismail Sabri Gallon
From: FM Sergey Lavrov (verify)
Your being taken advantage by Pres. Biden. He's using Fariq Hamid's energy from heaven by torturing Ms. Andrea Lima. I want Ms. Lima in Russia immediately",Mar 1
@Andyitmustbe,UMNO PM designate Zahid Hamidi? Isn’t it Ismail Sabri? ,"Oct 14, 2022"
@AnglerWorld,You should resign from presidency post and hand over to Ismail Sabri or Tok Mat. Let them decide what's best for BN. Join PH and make a new coalition but DO NOT ASK ANY POSITION. 82 + 30 just enough to form the govt.,"Nov 20, 2022"
@ApexCockroach,"If im Ismail Sabri, i wldnt dissolve parliament until at least August. At least get 1 yr term of premiership first","Mar 13, 2022"
@Arena46258708,Tun appoints 7 advisors to help him to manage the country especially economic recovery. Muyidin & Ismail Sabri also appoint so many advisors to help them. Are they all useless? If not then you are the one who are CLUELESS & USELESS.,Feb 8
@Arief_Ferdaus,I’d rather have Ismail Sabri as PM than Zahid and his goons as even officers in the government.,"Oct 10, 2022"
@Artemis281072,full time urut kerandut ismail sabri,"Dec 25, 2022"
@Arusawan1,3.4 billion to literally “paper over the cracks”. Signature of the Ismail Sabri cabinet,"Jun 20, 2022"
@Arusawan1,Ismail Sabri serving for the rest of his term is better than Zahid for PM,"Sep 22, 2022"
@Arusawan1,"Other than KJ or Azalina Othman, there is none other on the Ismail Sabri cabinet I would trust to do this. Look what Minister Air Suam & Spanish Fly did!","Apr 5, 2022"
@ArvInTheSky,Ismail Sabri with his comments on penjaja goreng pisang is trending a lot on twitter. I think I had enough of it already ,"Jul 19, 2022"
@ArvInTheSky,Precisely! Younger generations failed to understand the repercussions of Muhyiddin and Ismail sabri’s decisions over them + future.,"Nov 20, 2022"
@ArveentPSM,"Nola PH so far very clear who their PM is, not so easy to accept. PN already accepted Ismail Sabri before.","Nov 23, 2022"
@ArwahMaklampir,@heyslideit notion #Atlantuya #NajibRazak #IsmailSabri #KesBunuhAtlantuya,"Apr 12, 2022"
@ArwahMaklampir,@heyslideit notion #GajiMinima #RM1500 #IsmailSabri #UMNOscam,"Mar 22, 2022"
@ArwahMaklampir,@heyslideit notion #IsmailSabri #DongZhong #DAP #UMNOscam #KesAdib #IsuJawi,"Mar 25, 2022"
@ArwahMaklampir,@heyslideit notion #KampungBaru #AnnuarMusa #IsmailSabri #NajibRazak #UMNOscam,"Apr 10, 2022"
@ArwahMaklampir,@heyslideit notion #KampungBaru #AnnuarMusa #NajibRazak #IsmailSabri,"Apr 6, 2022"
@AryanVivaswan,"#Malaysia Prime Minister Ismail Sabri Yaakob @IsmailSabri60 has announced that parliament has been dissolved on Monday (Oct 10), paving the way for national polls to be held before the end of the year.","Oct 10, 2022"
@Asgn54Malaya,"Ismail Sabri Yaakob today called upon all government officials to use only Bahasa Malaysia when they speak at conferences and other engagements abroad, saying that given the technological advancement available currently, languages can be translated in real-time without any delay","May 13, 2022"
@Asgn54Malaya,"Most, politicians don't have basic common SENSE. What to understand common Law. Don't understand simple of simple, how to understand simple of difficult.
Bangladesh is progressing, Exporting grease to Germany, Ismail Sabri is talking about Bahasa and DAP>full stop. made his day.","Jun 6, 2022"
@AshleyG10297095,"Cash is KING. ""Cash aid of up to RM500 will be given to eligible recipients, said Prime Minister Ismail Sabri Yaakob in a televised address on Wednesday (June 22).""","Jun 25, 2022"
@AshraffMokhtar,I don't think they would u turn on this la if ismail sabri said 1st of may. must be THE gula gula for GE.,"Mar 19, 2022"
@AsiaAnalyst47,"With his main rivals within UMNO going to jail and the opposition still in disarray, Ismail Sabri is basically the most powerful man in the country right now.","Aug 23, 2022"
@AssminAli,If PN manage to get KJ and H20 on their side (and Ismail Sabri as well) PH may as well kiss their chances in the coming PRN goodbye,Jan 28
@AssminAli,The statement also did not specifically call out PH. It could also be BN-PN with a PM from UMNO yg menerajui kerajaan (Ismail Sabri / Hishamudin),"Nov 24, 2022"
@AstroRadioNews,Datuk Seri Ismail Sabri Yaakob also announced that there will be no hike in electricity or water tariffs in the peninsula.,"Jun 24, 2022"
