Twitter Username,Post,Date Posted
@7Yogeswaran,"In the famous words of @FabrizioRomano , Here We Go, 10th PM of Malaysia, introducing @anwaribrahim ","Nov 24, 2022"
@7thlovechild,"Good night Malaysia... Looks like I'll wake up to #AnwarIbrahim as my new leader...

#LawanTetapLawan #PakatanHarapan","Nov 20, 2022"
@808_MUKHLEEZ,"SEE U IN GE 16 
#LawanTetapLawan 
#reformasi 
#DSAI","Nov 20, 2022"
@912mylo,Anwar Ibrahim the legend is now officially the new Prime Minister of Malaysia!,"Nov 20, 2022"
@96Kogulan,Racist mf gettin smoked by tweets pm 10th anwarU deserved it racist people out thereSay no to racism#Reformasi #AnwarMyPM #AnwarIbrahim,"Nov 22, 2022"
@96_sangetha,"Your silence killing us. A word from you is the HOPE of Malaysia
@anwaribrahim","Nov 20, 2022"
@9W2VIN,PMX @anwaribrahim not well to be with public at Thaipusam due to health condition but can be at office to work. At least DPM @DrZahidHamidi should be on there on behalf #PMX,Feb 6
@AAltarek,Congratulations to @anwaribrahim for becoming the 10th Prime minister of Malaysia.,"Nov 24, 2022"
@AChaiStory,22.11.22 1400 - A MALAYSIAN DREAM TO BE REALITY OR REMAINS AS FANTASY? #ROADTOPARLIMEN #AnwarIbrahim,"Nov 22, 2022"
@AChaiStory,Forward or backwards? That is what to be decided today at 2pm. Just get ready for both of it... End up you had to run your life... #GE15Malaysia #AnwarIbrahim #imAmalaysian,"Nov 22, 2022"
@AChaiStory,"My voting ink completely gone, but I'm still waiting for the goverment to be formed... Cipat sikit la Banggg! #DSAI #GE15Malaysia","Nov 24, 2022"
@AD_maiauduga,Congratulations @anwaribrahim on your swearing-in as the 10th prime minister of Malaysia. Destiny can only be delayed not denied.,"Nov 25, 2022"
@AHA1R,"Congratulations to @anwaribrahim!

#AnwarIbrahim, leader of Pakatan Harapan coalition, is named as new #Malaysia prime minister, and the swearing-in ceremony is to be held at 5 p.m. local time later, the national palace says","Nov 24, 2022"
@AHannamika,"Congratulations to our 10th Prime Minister @anwaribrahim 
Good luck for new beginning #Malaysia #Ourland
May God bless you","Nov 25, 2022"
@AHedogawa,"My honest prediction : PH to win 125 seats.

#GE15
#PRU15
#HARAPAN
#Anwaribrahim","Nov 18, 2022"
@AIHZach,Congrats @anwaribrahim  10th Prime Minister of Malaysia ,"Nov 24, 2022"
@AKavindira,Ringgit strengthening and stock market rallying - all good signs! #PM10 #AnwarIbrahim,"Nov 24, 2022"
@ALkHEMAB,"ZILLION THANKS @rafiziramli ! THIS WILL NOT HAPPEN WITHOUT YOU. YOU ARE THE KEY TO THIS SUCCESS AND MANY MORE INSHAALLAH.

MALAYSIA OWE YOU MORE THAN @anwaribrahim","Nov 25, 2022"
@AMSugal,"I am very happy to see the results, of  patience and lack of frustration.  Congratulations to the new Prime Minister of Malaysia, Anwar Ibrahim
@anwaribrahim","Nov 26, 2022"
@ANDYHOOI,Congrats @anwaribrahim for the 10th Prime Minister of Malaysia. Well Deserved #PM10malaysia #AnwarIbrahim #mypm,"Nov 24, 2022"
@ARajasaikaran,And it only took 25 years yall.. #AnwarIbrahim #PM10malaysia @anwaribrahim,"Nov 24, 2022"
@ARajasaikaran,"To all of y’all who thrashed #DSAI before and is now congratulating him like you really made this happen .. I see you lalangs, . #DSAIPM10 #malaysiabangkit","Nov 24, 2022"
@ARgannapathy,congratulations malaysia.@anwaribrahim,"Nov 24, 2022"
@ATHEIST_Blessed,Congrats to @anwaribrahim . It’s been a long time coming. Let the god times roll #Malaysia,"Nov 24, 2022"
@ATHEIST_Blessed,"If @anwaribrahim implements Bahasa Baku in #Malaysia schools again, I’m going to smile, giggle maybe, and then I’ll raise a glass in his honour. I remember when…

I’ll always remember when…","Nov 27, 2022"
@ATHEIST_Blessed,Why does the air suddenly seem cleaner now that @anwaribrahim is PM? #Malaysia,"Nov 28, 2022"
@A_Hxrrxz,"As Anwar Ibrahim takes the mantle as Malaysia’s 10th Prime Minister, the US celebrate Thanksgiving.","Nov 24, 2022"
@AamnZikry,"Rabbi yassir wala tu’assir . 

May Allah ease everything for today .
#DSAI for #pm10","Nov 19, 2022"
@AbbasHalim,"Allahuakbar.

The chills, the happy tears.

Finally, a Prime Minister of Malaysia. Our nation’s hope to face the Economic Recession.

May Allah bless this new Government, and may Allah always guide you @anwaribrahim !

REFORMASI! Allahuakbar!","Nov 24, 2022"
@AbdFauzi,Keeper malaysia ni bodyguard @anwaribrahim ke?,Jan 3
@AbdMydin,"Our country's narrative should no longer be spoken by the unholy comments of comfortable academics who sit on their unperturbed dais . Today is the dawn of a new day. It is the dawn of the people of Malaysia led by @anwaribrahim 
#HARAPAN","Nov 25, 2022"
@AbdMydin,"Tonight i was going to write my essay to Keadilan and give them my input on how to help Malaysia overcome its existing problems. After that ridiculously stupid press conference of Anwar Ibrahim and Fahmi Fadzil supporting the Bersatu turncoat, i think not","Oct 13, 2022"
@AbdulG1708,when u talk about true struggle/perjuangan for the ppl and malaysia @anwaribrahim /@limkitsiang should be accorded the highest award for their tireless efforts to bring the ppl together and to drive the nation forward. thank sirs,"Nov 24, 2022"
@AbellaThurga,Today went to @JPJ_Malaysia for settle saman really sucks in services and everything. Very rude handling customers don’t know how to speak politely.@anwaribrahim is this named New government same people and attitude!,"Nov 30, 2022"
@AbigailCampuz14,"What proof does he (Anwar) have? I can show him our bank accounts.....I know what's the truth.""

#Malaysia #MuhyiddinYassin #AnwarIbrahim #PerikatanNasional #BERSATU #BarisanNasional #GE15 #MACC #politics",Feb 7
@AbuAqilSelangor,DS Anwar Ibrahim as PM is the best decision Malaysia has ever made. Ever.,"Dec 23, 2022"
@AbuAqilSelangor,Impressed!!! #PMX ,"Dec 30, 2022"
@AbudiAlsagoff,"Even though I'm Indonesian, I feel proud if  Anwar Ibrahim's destiny to become the 10th PM Malaysia. Hopefully the road will be made easier for him to build his country together with other ASEAN countries. Comeback more stronger together to reach beyond.","Nov 24, 2022"
@Abuhayyann,"I want to ask you to make an announcement because it is necessary for my family to know and also for Malaysia. Later, people will interview me, I will just state there. I want the Agong Sultan of Johor, Sultan of Perak and Sultan of Kelantan Tun Mahathir Mohamad and Anwar Ibrahim","Jun 26, 2022"
@AdamLimTalks,"Some shockers... Will see who r the deputy ministers first...
#AnwarIbrahim #Cabinet","Dec 2, 2022"
@Adeesha051,"#AnwarIbrahim born on 10th , the election held on 19th for 10th PM. And they won 111 chairs wowoww. Superb numerology to bring good fortune to #Malaysia
#AnwarIbrahim #AnwarMyPM #AnwarPM10 #AnwarMyPM","Nov 20, 2022"
@Adeesha051,"Abah la atuk la pak cik la. Well we no need relatives to serve us biasedly. We need *PM* to recover the economy and provide good provisions for publics.
#AnwarIbrahim #AnwarPM10 #AnwarforPM","Nov 20, 2022"
@Adeesha051,"I have been Manifestating. Pretty convinced Universe  gonna make @anwaribrahim as Malaysia's 10th PM. 
#AnwarMyPM #AnwarPM10 #AnwarforPM","Nov 20, 2022"
@Adeesha051,"Such a treat for my eyes seeing PH & BN having bincang together.. dear Warisan , GRS team join sekali ya.. will face durian runtuh if you join. 
#AnwarIbrahim #AnwarMyPM","Nov 21, 2022"
@Adeesha051,We need non-racist government. #AnwarIbrahim #AnwarMyPM,"Nov 21, 2022"
@AdhaalathOffice,Adhaalath Party congratulates and sends well wishes to H.E Dato' Seri @anwaribrahim and @pakatanharapan_ on being sworn in as the 10th Prime Minister of Malaysia. AP looks forward to further enhanced relationship between the two countries under H.E's very able leadership.,"Nov 26, 2022"
@Adrina2220,"I think its time for them to stop nicknaming their PM.
Stop with the Abah, Pak Lah, Pak Long and all other ‘cringy names’ ..
Call him Anwar Ibrahim. That name is worth calling after all that he went through. Dato Seri Anwar Ibrahim. 
#justsaying #MalaysiaMemilih 
#DSAI","Nov 24, 2022"
@AfafAsyr4f,Bila lah nak tengok @anwaribrahim jadi PM Malaysia. We desperately need you sir. All Malaysians needs you. Malaysia needs you sir.,"Mar 17, 2022"
@AfasFahmie,since @anwaribrahim menang.. i will only hope for one thing.. to unite all the races in Malaysia.pls no more racism among us. we are all Malaysians after all..pls.. spread love not hate..agituuu,"Nov 24, 2022"
@AfiqAzrillll,"Can @anwaribrahim return Malaysia Peninsular to GMT+7 once again? Tun M change it on 1982, the year DSAI join him in ameno.",Feb 9
@AfiqHaidhar,"Tahniah Malaysia for the new face of PM 10, Dato' Seri Anwar Ibrahim

The PM X of Malaysia","Nov 24, 2022"
@AfrinaNewsMPB,"30 minutes to closing, the benchmark FBM KLCI has breached key 1,500 level, due to improved market sentiment after the King consented the appointment of Datuk Seri Anwar Ibrahim as Malaysia’s 10th Prime Minister.","Nov 24, 2022"
@AfrinaNewsMPB,Congratulations @anwaribrahim on your appointment as Malaysia’s 10th Prime Minister.,"Nov 24, 2022"
@AgehaBlackageha,"Anwar Ibrahim is now Malaysia's Prime Minister. FINALLY. In the last 24 hours, flood mitigation projects for Selangor passed (hope to see for other states soon). PH coalition working fast for the people!
But we must still be cautious, what the corrupt could do.
#AnwarIbrahimPM10","Nov 26, 2022"
@AghaFarhanKhan1,Congratulations to Anwar Ibrahim @anwaribrahim the Prime Minister of Malaysia.,"Nov 25, 2022"
@AhNoyYaa,"Alhamdulillah. Tahniah DSAI @anwaribrahim .

We need somebody like you to be payung for our diversity in Malaysia.","Nov 24, 2022"
@Ahhsyai,I cried i cried when they announced anwar ibrahim is the next PM of malaysia. Allahuakbar!!! Alhamdulillah ,"Nov 24, 2022"
@AhmadRidzwan91,"‘A Malaysia for ALL Malaysians’

Favorite quote from @anwaribrahim tonight

We’re behind you, DSAI!","Nov 24, 2022"
@AhmedThaqif,Today is the day insyallah #DSAI,"Nov 24, 2022"
@AiNadhrahRoslan,"Greatest Thursday so far, Alhamdulillah #PM10malaysia #PM10 @anwaribrahim #DSAIPM10 #DSAI","Nov 24, 2022"
@AiNadhrahRoslan,Let me be proud of having a Prime Minister just for once Hope to hear good news soon..whatever happened tomorrow you are my PM @anwaribrahim #PM10 #DSAI #YDPA #AnwarPM10,"Nov 23, 2022"
@AimanS_,Andrew Tate congratulates Anwar Ibrahim on becoming Malaysia's 10th Prime Minister.,"Nov 25, 2022"
@Aisehman,"Tahniah, @anwaribrahim.

It took a while, didn’t it?

But you finally got there, and so here we are.

Hidup Malaysia.","Nov 24, 2022"
@AkbarJayy,"""We are prepared to discuss Islamic law for future implementation.We inspire Malaysia becoming Al-Azhar and Oxford where academic discussion take place. 

I believe YAB @anwaribrahim,well-known with Islamic movement at the past (now and forever),want this matter""-Akbar Jaya","Dec 16, 2022"
@AlastairMinjoot,"Tonight Malaysians all around the world go to sleep with pride with the new #pm10malaysia. Dato Seri Anwar Ibrahim, is the prime minister of Malaysia. We now look forward to the future in the hands of DSAI. Goodnight Malaysia. ","Nov 24, 2022"
@AlbertoValdyev," China is open to talks with Malaysia on forming an Asian Monetary Fund, said Prime Minister Anwar Ibrahim, reviving a decades old proposal to reduce reliance on the dollar.

Anwar said he proposed setting up the fund at the Boao forum in Hainan last week, stressing the,
+",Apr 5
@AlboMP,"Congratulations @anwaribrahim on your inauguration as Malaysia’s Prime Minister.
 
I look forward to continuing the long history of friendship and cooperation between our countries, working together through ASEAN for the benefit of our shared region.","Nov 25, 2022"
@AleefIsyraf,Anwar ibrahim is the best candidate for Malaysia pm rn,"Oct 13, 2022"
@AlexPieroo0000,#AnwarIbrahim our PH Yb Mordi Bimol is not included in Malaysian Cabinet even this time. truly dissapointed but it is what it is. He won 2 times against strong candidates from BN and GPS.  Maybe because he's not famous i guess. Hmmmm.,"Dec 9, 2022"
@Alienearthh,Congratulations sir @anwaribrahim become Prime Minister of Malaysia.,"Nov 28, 2022"
@AlifAmsyarCNA,"BREAKING: Pakatan Harapan Chairman Anwar Ibrahim to be sworn in as Malaysia’s 10th Prime Minister.

#GE15 #PM10 #DSAI","Nov 24, 2022"
@AliffAdhaAli,"PH (81) + GPS (22) + GRS (6) + WARISAN (3) = 112 SEATS (MAJORITY)

LETS TOLAK BN & PN TO OPPOSITION SIDE. ITS NOW OR NEVER FOR BN.
#PRU15 #GE15Malaysia #AnwarIbrahim #PakatanHarapan","Nov 20, 2022"
@Aligarciaherrer,"#Malaysia might be up for a big transformation with #Anwar #Ibrahim.  The memories back in prison could bring Nelson Mandela-type winds ahead. 
That together with the supply chain reshuffling away from China will favor Malaysia so I am sure markets will appreciate it.","Nov 24, 2022"
@Alikfinifaru,"Congratulations 10th PM of Malaysia @anwaribrahim , I'm confident you will take Malaysia to the next level. #WeCAN","Nov 24, 2022"
@AllHailFit,"Delivering speech in flawless English with no scripts.

That’s #DSAI. Our 10th Prime Minister.","Nov 24, 2022"
@AllenYeoh2,"BN is trying every possible way to not just be the kingmaker, but also be the King itself.
#mktumno #umno #pn #ph #bn #dsai #Muhyiddin","Nov 24, 2022"
@Alone_Buddy12,No racial games were played to pull a particular vote bank..Man won 82 seats with integrity and dignity ..No matter what the happens this man will remain to be one of the greatest leaders to grace the malaysian politics #DSAI ,"Nov 20, 2022"
@AlqudsySharifah,Praying harder now #AnwarIbrahim #ge15,"Nov 19, 2022"
@AlvinKCS,"Shakespeare trending in Malaysia today cause PM, Anwar Ibrahim just schooled someone in parliament. 
""A tale told by an idiot, full of sound and fury, signifying nothing"", taking us back to when we're 14 reading Life's Brief Candle","Dec 20, 2022"
@AlwaysKuhan,"2pm nak sambut Merdeka weiii Cepattttttt manifesting 

Murugaaa Allahhhh Jesussss Buddha 

COME ON UNIVERSE I KNOW YOU HEAR US 

#AnwarIbrahim our 10th Prime Minister","Nov 21, 2022"
@AlwaysKuhan,It’s our victory  #AnwarIbrahim,"Nov 24, 2022"
@AlwaysKuhan,"Nothing to negotiate majority people choose PH..so let #AnwarIbrahim be our 10th PM and announce Public Holiday for Tomorrow that’s it 

Senang cerita bye","Nov 20, 2022"
@AmAhmd24,"Qualified, without hesitation #DSAI","Mar 6, 2022"
@AmChamMalaysia,AMCHAM congratulates Yang Amat Berhomat Datuk Seri @anwaribrahim on his appointment as Malaysia’s 10th Prime Minister of a historic Unity Government.,"Nov 25, 2022"
@AmadiqBale,"My honest opinions, let @anwaribrahim decides what’s best for his UG to run Malaysia.

I have nothing against if he wants to backtrack his words on;
- downsizing his cabinet
- reducing ministers’ pay
- PM shouldn’t hold any ministerial posts

As long as he can lead MAS smoothly.","Dec 2, 2022"
@AmarHassh,Penantian berakhir. #AnwarIbrahim is the #PM10Malaysia. He finally breaks the #PMTepi curse. #DSAIPM10,"Nov 24, 2022"
@Ambering_,Anwar bought his own pen for signing  #AnwarIbrahim #PMX #PM10,"Nov 24, 2022"
@Ambering_,"Thread on all the bodoh things said/done by our new government (post GE15). Cukuplah berseronok dan sila bertaubat 

#PMX #SincereHarapan","Dec 2, 2022"
@Ambering_,"To all followers who may have noticed me retweeting and liking #PMX and #DSAI posts, please know that it’s not because I idolize him.

It’s because I’ve never seen how a proper Prime Minister of Malaysia conduct himself before, so all these quite new to me. Harap maklum.","Nov 28, 2022"
@AmeerulAmde,"Malaysia did its own Joe Biden moment.
After Trump lost to Joe Biden in the US 2020 presidential election a sense of, as Katy Perry said in the song Fireworks, ""After a hurricane comes a rainbow"".

Dato' Seri Anwar Ibrahim as Malaysia's 10th PM is historic.","Nov 24, 2022"
@AminullahLucman,"(5602) Dr Mahathir In London. Malaysia in the world today. - YouTube

This ex-prime minister of Malaysia whose prominence like most Filipino leaders avoids the 'Sabah claims issue'. Only PM Anwar Ibrahim says Marcos should tackle the issue. This will prove our innocence, Muslims.",May 31
@Amirfaezzzz,no matter which party & leader we support...what i can conclude in all of them are selfish & not think about the people of malaysia @IsmailSabri60 @MuhyiddinYassin @anwaribrahim #PRU15 #GE15,"Nov 22, 2022"
@AmolTitus,"The visit of PM @anwaribrahim to #Jakarta was a successful reset of friendly relations between #Indonesia and #Malaysia. An important practical follow up is to ensure that the rights of Indonesian workers are protected from racial #discrimination, #exploitation and #corruption.",Jan 12
@AnanthPrabagar,"All the best Chief 
DSAI forever #AnwarIbrahim","Nov 24, 2022"
@AnasAbas,Congratulations Datuk Seri @anwaribrahim on becoming the 10th Prime Minister. Now let’s make Malaysia a better country. For the people!,"Nov 24, 2022"
@AnasMAwan,Anwar Ibrahim @anwaribrahim  has been confirmed as Malaysia's 10th prime minister.The swearing-in ceremony is set to take place this evening.,"Nov 24, 2022"
@Anastachii,the rakyat’s heart rate waiting for PM10 announcement:  #PRU15 #DSAI,"Nov 22, 2022"
@AndiDewanto,"Previously, the two state leaders, Jokowi (Indonesia) and Anwar Ibrahim (Malaysia) witnessed the handover of 11 Malaysian investors.

87,000 IRS National Archives The IRS Britain Nigeria Grant Shapps Biden Constitution",Jan 10
@AndrewJason89,"For once, we actually got what we wanted. 
Barang order = Barang sampai

#AnwarIbrahim #Malaysia","Nov 24, 2022"
@AndySaiden,"It's happening, congratulations @anwaribrahim the 10th Prime Minister of Malaysia.","Nov 24, 2022"
@Andycho84097011,"I as a chinese and i voted for PH not because they have DAP. Its because I believe based on Dato Seri Anwar Ibrahim's past achievements, he as the 10th PM can bring Malaysia out of this economic instability.","Nov 21, 2022"
@Angelina1828,"Dearest DSAI @anwaribrahim , the sun is so hot, when will we adopt solar energy as a sustainable energy source? May we do it with Tesla Energy? I heard that Elon is a great advocate for sustainability  terima kasih, DSAI  Malaysia lebih baik di bawah jagaan DSAI.",May 1
@Angelo4justice3,"US puppet Zelensky had promised to protect Russian minority.

US NED funded, ex IMF Anwar Ibrahim, just elected in Malaysia has been chosen on promise of unity and protection of minorities.

Same as Russians bought into Zelensky, some Malaysian Chinese are buying into Anwar","Nov 26, 2022"
@AnnMosses,We want @anwaribrahim as our 10th PM  for a better nation. #AnwarIbrahim #AnwarMyPM #AnwarPM10,"Nov 21, 2022"
@Annapooranirav6,Heartiest Congratulations to Datuk Seri Anwar Ibrahim. May Malaysia move forward for a better ecomonic structure over the years.,"Nov 24, 2022"
@AnonyMsian,"#UMNO's behaviour can no longer be viewed as a ""you do you, I do me, everyone happy"" anymore. @anwaribrahim must keep his house in order. Such political moves cannot be tolerated.
#kerajaanperpaduan #MalaysiaMADANI #barisannasional #pakatanharapan #pmx",Apr 7
@AnonyMsian,"#unitygovernment #pakatanharapan #barisannasional #GPS #GRS #AnwarIbrahim #PM10malaysia 
New cabinet announced. Now we the people will judge their performance. Like it or not, we voted for them, so we must put our faith in them. Let the next 5 years be a smooth one.","Dec 2, 2022"
@AnonyMsian,"Monday Holiday. Now can enjoy World Cup.
#DSAIPM10 #DSAI #KitaBoleh #PakatanHarapan #PerikatanNasional #BarisanNasional","Nov 24, 2022"
@Antid_Oto7,"Read something that just blows my mind: Prof Anwar Shaikh (not Anwar Ibrahim ya) , the great heterodox economist, used to stay in Malaysia for quite a bit.

And yet our economic syllabus in Uni is still... Meh.","Dec 15, 2022"
@AntonyDecruz_,2022 was great because DS Anwar Ibrahim finally received a chance to lead Malaysia after 23 years. This man is a hero and his story will be one for the ages. God bless Malaysia in the new year- let’s pray for peace and economic stability,Jan 1
@AnujGupta_08,"#Day10 of #100daysofcodechallenge 
Today I solved:

On Leetcode:
1.Matrix Diagonal Sum
2.Length of last word
3.Minimum Moves to convert string

On GFG:
1.Count Pairs
2. Same tree
3.Transition Point

#100daysofcodechallenge 
#dsai #Algorithm #leetcode #GFG #consistency",Jan 11
@Anwaar_moghal,Democracy has won in #Malaysia public voted for the right person and peoples voice spoke #AnwarIbrahim. #pakistan government of Pakistan learn from them let people decide who they want #ImranKhan #ImranKhanForPakistan,"Nov 26, 2022"
@AnwarPMalaysia,Please choose wisely the Minister of Education @anwaribrahim for a better future in Malaysia. Start incorporating environmental and energy efficiency knowledge for the youngster and focus more in morality education before academics. Create awareness and good mindset for them.,"Dec 1, 2022"
@AnxiousQuill,I love how when he doesn't hear the questions clearly he turned to the 1st lady for clarification & she'd clarify everytime.  #DSAIPM10 #DSAI #PM10malaysia #AnwarIbrahimPM10,"Nov 24, 2022"
@ArRain1984,"R.A.H.M.A.N.M.M.I.A 
#PM10malaysia 
#AnwarIbrahim","Nov 24, 2022"
@Arena46258708,Congrats @rafiziramli . You deserved the place. Rapat kan saf and aimed for a big WIN for PKR/PH in GE15. We trust you & DS @anwaribrahim can do it. Everybody is looking forward for Ayuh Malaysia to kick off @n_izzah soon.,"May 30, 2022"
@ArmandKugan,"Looks like God kept someone alive all these years to see Anwar Ibrahim become Malaysia's 10th Prime Minister.

Reformasi!","Nov 24, 2022"
@Artfyq,Hoping @anwaribrahim become PM10 of Malaysia,"Nov 20, 2022"
@ArunV_MY,"Dear @anwaribrahim, after taking oath tomorrow, can you please do something about hate speech? It’s killing #Malaysia.","Nov 24, 2022"
@Arunaaaaaa96,"Malaysia is finally in safe hands. The peaceful sleeps our parents will have after this. Thank you  Dato @anwaribrahim .

#malaysiamemilih2022 #AnwarIbrahimPM10","Nov 25, 2022"
@ArvInTheSky,"#DSAI speech was short, precise and straight to the point. That’s how it should be. Not long winded and beating around the bush like Muhyiddin.","Nov 25, 2022"
@ArvInTheSky,Congratulations  to @anwaribrahim for being the 10th PM of Malaysia . Proud moment for us all. It was so worth voting for PH.,"Nov 24, 2022"
@ArvindEzekiel,"Long awaited, well deserved! God Bless and all the best ! Make Malaysia proud ! #PM10malaysia 
@anwaribrahim","Nov 24, 2022"
@Arvind_1002,"Monday public holiday
#DSAIPM10 
#DSAI","Nov 24, 2022"
@Arvind_1002,"Monday's 2 pm extended to Tuesday's 2 pm
#PRU15
#GE15 
#DSAI
#Pakatanharapan","Nov 21, 2022"
@AshrafAmizian,"Tahniah Dato’ Seri @anwaribrahim 
A prime minister that Malaysia needs

Abah is now the new undisputed PM tepi of Malaysia.

What goes around comes around","Nov 24, 2022"
@AshrafMTB,Feel like want to cry bcs @anwaribrahim have winner afrer 2 decades more have fight for Malaysia. ROFORMASI. I hope you will make our country without corruption anymore.,"Nov 24, 2022"
@Ashvarma03,"What if PH + BN  ?
Wait for the plot twist gengg !
#Harapan #AnwarIbrahim  we are still in harapan","Nov 20, 2022"
@AsirFatagar,Congratulations to Anwar Ibrahim for being the 10th Prime Minister of Malaysia @anwaribrahim,"Nov 24, 2022"
@AskSabah_Girl,Congratulations! Malaysia’s 10th Prime Minister! DSAI #AnwarIbrahim,"Nov 24, 2022"
@Astinjack27,T 343. Congratulations Dato' Seri @anwaribrahim on your election as the Prime Minister of Malaysia.,"Nov 25, 2022"
@AstridYogini,"Dear @anwaribrahim, Congratulation on becoming the Prime Minister of Malaysia. I hope the best for your leadership, assistance & help for Malaysia & the #World. I believe #Malaysia & Indonesia can work together for a better #Earth. Warm regards with respect from me in #Indonesia.","Nov 27, 2022"
@AstroOrca,"As a first time voter voting from overseas seeing my home country slowly restoring political stability with our new leader DS Anwar Ibrahim, I feel hopeful for the first time since GE14. Let the reign begin and may Malaysia strive in all aspects in the coming years  #Reformasi","Nov 24, 2022"
@AstroRadioNews,"FLASH: Datuk Seri Anwar Ibrahim has been officialy sworn-in as the 10th Prime Minister of Malaysia. 

#Anwar #PM10","Nov 24, 2022"
@AunillahAhmad,"Waiting for Malaysia's 10th PM > World Cup 

Tahniah, DS @anwaribrahim","Nov 24, 2022"
@AustriaInMY,The Austrian Embassy Kuala Lumpur would like to extend its congratulations to @anwaribrahim on his appointment as Malaysia’s 10th Prime Minister and looks forward to continuing strengthening the Austrian-Malaysian ties during his tenure!,"Nov 25, 2022"
@Aver_ill,As much as i want anwar ibrahim to win this PRU15 i know malaysia can’t be change. it will always the same. lose hope,"Nov 8, 2022"
@Axlnizam,"Hye @n_izzah,since your dad @anwaribrahim is now the current Malaysia PM, I've been waiting for god know how many years to say this. We need to have @Disneyland here in Malaysia! Think of the publicity, tourists and incomes it will generates. Plus the job opportunities as well!",Jan 22
@AyshyMalik,Prime Minister Muhammad Shehbaz Sharif on Thursday extended heartiest felicitations to Anwar Ibrahim on taking Oath of Office as the Prime minister of Malaysia.,"Nov 26, 2022"
@AzfarrBaginda,"Finally, politicians start seeing that @my_sejahtera is only invading privacy of millions and not as useful that it should be. Thank you, @anwaribrahim and @tokmatn9 for voicing out. #MySejahtera #InvasionOfPrivacy #Malaysia","Mar 29, 2022"
@AzharKhilmy,Just vote je lah @anwaribrahim for next PM. I need this integrity shit in Malaysia.,"May 12, 2022"
@AzieCat,"I hope #AnwarIbrahim will be our PM10

But guts say PN will have most seats and form a government with their coalition.
Hopefully its not true!","Nov 19, 2022"
@Azpapip,"Let DS @anwaribrahim be our PM-10 with a clean democracy. No back doors. It has been 2 decades of pain & tribulations. We wanted a change & we voted. To a new Malaysia we wished for, harmony & clean. Hello new ","Nov 24, 2022"
