Twitter Username,Post,Date Posted
@Abi578,"Ini ada lah MALAYSIA MADANI. Take it or leave it. BN is my partner in crime says Anwar. MOF is my address. NI is my adviser n WA is my wife. ""NEW REFORMASI"" Period.",Mar 7
@Abi578,Malaysia MADANI. Not much to talk kan. The Raja Piji formula pun dah ketingalan. What to expect. Stay safe n regards to hubby and kittens,Mar 7
@AdamKirimaru,"Well this is Malaysia Madani, Gov doesn't walk the talk",Jun 8
@AditRahim,"Moving Forward under the banner of #MalaysiaMadani would focus instead on harnessing everyone’s uniqueness and capabilities to collaborate towards a common goal. Malaysia’s wellbeing, growth and prosperity.",May 27
@AditRahim,"Oh wait, @bumilangit will be doing a sharing session to explain, educate and amplify the concept of Malaysia Madani.

Hang ceghita sikit, Jon!",May 12
@AhmedThaqif,“Malaysia MADANI” is such a powerful word. Eventho the acronyms tu agak weird sususan dia. Hope it turn outs good and not just another “Malaysia Prihatin” or “Keluarga Malaysia”.,Jan 19
@AinnAzreena,THIS BUS IS PLAYING MALAYSIA MADANI BY BUNKFACE ><!!!!!!,Apr 10
@AkashahShahril,"ANOTHER WAY OF SAYING SPRM IS WORTHLESSNESS, GOOD FOR NOTHING AND A FREELOADERS GOVERMENT DEPARTMENT. AS THE JUDICIAL DEPARTMENT DO NOT ACKNOWLEDGE IT'S EXISTENCE . PROOF OF KERAJAAN MADANI.
AS SUCH KEADILAN HANYA UNTUK ANWAR DAN AHLI PH",Feb 25
@AkuBudakPlanit,"learn to respect in each other is the priority in term of this life! teach them about society & manners,we are all malaysian citizen! 

This is Malaysia Madani",Mar 24
@AlawiyahYussof,"Anyone heard the promotion song of Madani? Accidentally heard it yesterday, can't remember which TV channel.

It was 'yucks'. 

The Keluarga Malaysia's was better, more ummph.",Apr 13
@AlawiyahYussof,"We had the national broadcasting stations, TV and radio as well as emcees greeting us with Salam 1Malaysia. The greeting changed to Salam Keluarga Malaysia.

I thought it stopped there. Just heard it's now Salam Malaysia Madani.

Apa yang bezanya, ek?",Jan 23
@AlexNantaLinggi,"I am confident that this platform will witness a fruitful experience to our delegates and that this seminar will be yet another great success. 

All the very best!

#KementerianKerjaRaya 
#MalaysiaMadani
#KKRMadani
#AlexJagaJalan
#Infrarakyat
#JKR
#LLM
#CIDB
#KLIPS2023
#ANL",Mar 7
@AlexNantaLinggi,"In Iban language, ‘DANI’ means waking up in the early morning after sleeping through the night to begin a new day.  So, when we say Madani, it can also be a reminder to mean Malaysia or Malaysians are now waking up ready for a new begining. 

#KonvensyenNasionalKerajaanPerpaduan",May 14
@AlexNantaLinggi,"It is because there have been too much wrong things that we have done throughout the years and therefore we must go back to the basic principles to be able to move on meaningfully.

#KonvensyenNasionalKerajaanPerpaduan
#KerajaanPerpaduan
#MalaysiaMadani",May 14
@AlhudaCIBE,"At 10th Islamic Financil Services Board (IFSB) Summit, Kuala Lumpur-Malaysia . Dr. Ahmed Ali Al Madani, President of the Islamic Developmen…","May 16, 2013"
@AlifBorhan_,All the way to Malaysia Madani,Apr 3
@AlifBorhan_,All the way to Malaysia Madani,Mar 28
@AlifBorhan_,All the way to Malaysia madani,Feb 24
@AlvinPalone,Atok did not claims that #MalaysiaMadani was also his ideas ka ..  ,Apr 28
@AmmaraIzzah,Good Afternoon @irmarethja @_chaaaiiiii @nazrimerikan @nhashiifahaf @Hyee_D @MADANI_SMS @malaysia,"Jul 5, 2015"
@AnizaAjamain, Awesome #BumantaraBayu #MalaysiaMadani,Mar 28
@AnizaAjamain,Outstanding  #BumantaraBayu #KomunikasiKomuniti #MalaysiaMadani,Mar 28
@AnonyMsian,"#Malaysia turning into #Afghanistan for some reason...and sadly #kerajaanperpaduan is indirectly contributing to it.

#kerajaanperpaduan should not become the very thing we voters voted against.
#MalaysiaMADANI",Mar 16
@AnonyMsian,"#UMNO's behaviour can no longer be viewed as a ""you do you, I do me, everyone happy"" anymore. @anwaribrahim must keep his house in order. Such political moves cannot be tolerated.
#kerajaanperpaduan #MalaysiaMADANI #barisannasional #pakatanharapan #pmx",Apr 7
@AnonyMsian,"@PASPusat and @SanusiMNor only want Penang for its riches. Those historical claims are only a facade.
#penang #kedah #MalaysiaMADANI",Jun 1
@AnonyMsian,"Reading the news today, I can only see that in the future, there will only be a fascist state of Malaysia.

There will be more #Muhyiddin's, #Najib's and fanatics like #hadiawang. Malaysia will forever be on the back foot.

#kerajaanperpaduan #madani #perikatannasional",Mar 15
@AnwarPPAbdulMa1,"Thanks @AidFawzal for hosting us (@RozitaJailani et al.). We are very much humbled by the kind and warm gesture  that you gave us. Interesting discussion indeed. May we contribute to our beloved nation in any way possible, inshaAllah. 

#MalaysiaMADANI
#perantauan",Jun 7
@ApaCeritaMike,"Firstly - No matter how you put it. Nepotism is nepotism. Secondly - she is not the most qualified person for the job. 

@anwaribrahim @n_izzah @Khairykj 

#nepotism
#MalaysiaMADANI 
#malaysianpolitics 
#politikmalaysia 
#apaceritamike",Feb 7
@Arena46258708,"@anwaribrahim After almost five months in office, kerajaan madani totally lost its direction.  25 years laungan reformasi dah tak ada value. Tiada lagi suara rakyat suara keramat. Strictly, No second chance for PH if things status Quo. @rafiziramli @n_izzah @fahmi_fadzil",Apr 11
@AriffEfaiz,"Hab?  Too optimistic and bombarstic. We are good with branding- Malaysia Prihatin (white flag), Malaysia Madani (RM5 meal), Keluarga Malaysia (green wave), Wawasan 2020 (failing Multimedia Super Corridor)…",Feb 25
@ArinaDalila,Omg free toll again! #MalaysiaMADANI ,Apr 24
@ArinaNzf,"support #MalaysiaMADANI 
mohon @anwaribrahim notice",Jan 30
@ArjunaIndera98,"I think the acronym wasn't actually the point. The full term is just Malaysia Madani, which already has a meaning. The acronym was just added as ""flavor"". I'm not defending tho, it's an unnecessary addition and kinda..unbecoming of a national slogan...just keep Malaysia Madani",Jan 19
@AuFaitMY,"....the issue of using the words 'Allah', 'Baitullah', 'Solat', and 'Kaabah' in order to be in line with the interests and benefits of the multi-racial and multi-religious community in Malaysia .....
Muslims must always give in under Madani.",May 16
@AuFaitMY,and in the Madani govt and most of all in Malaysia!,Jun 8
@AwatifWardina,I'm as kelantanese was proud when my idols has been honoured by Kerajaan Madani ,Jun 4
@AyahandaDiRaja,"#MalaysiaMADANI is an effort to drive and restore Malaysia's dignity and glory. Realistically speaking, the implementation method should start with leadership through example ",Mar 29
@AzriAbdullah22,Low-key hoping the 'no tie' Malaysia Madani style is extended to court attire.,Mar 14
@BBCStoryWorks,"For breathtaking architecture and culinary delights, Uzbekistan is the perfect destination to explore.
#Ad paid and presented by Uzbekistan Tourism",Jun 9
@BFMradio,Mohd Madani Sahar - Malaysia Automotice Institute CEO is LIVE to speak on the Proton Perodua Merger and the auto industry. @BFMradio,"May 9, 2011"
@BIMBSecurities,"•Malaysia Madani not mere rhetoric or slogan, says Wan Azizah
•Salahuddin: Ministry to meet telcos over service quality
•Azalina: Sulu Sultan heirs’ ‘voluntary’ omission of addresses main reason court dismissed order to enforce US$15 bil award",Jan 31
@BadBoy2662,"Its time Su Lyn hop on the MADANI train and work together instead.

Let bygones be bygones. Dont live in the past. Move on. Move together and make Malaysia better.",May 11
@BeardtimusPrime,"Love: When the driver behind, and behind, and behind, and so on and so forth gets the concept, does the same, thus making the flow smoother.

That's muhibbah.

Keep your MADANI, Keluarga Malaysia, 1Malaysia etc.",Jan 30
@BehWoeiTong,"It is pretty clear right now Kerajaan Madani is just another version of PAS, just without kopiah.

If don't have better option, my family will sit out coming Penang state election.",Mar 22
@BehindThis2,"@weechookeong though has tweeted about certain implied crimes, and has on twitter continued to tag Dick on the same issue. This former YB whose political career ended during Najib's era went on to helm Tourism Malaysia while targeting a certain airline.",Apr 30
@BerniceWrites,Dear Kerajaan Madani - let us avoid the 'no stone unturned' pledge and perhaps adopt 'heads will roll' war cry whenever discussing some corruption that has emerged from the woodwork? Stones do nothing.,Apr 14
@BigComme,"ASSALAMUALAIKUM looking for part time raya.. Working only a week starting 15/4 - 26/4
Grade: Graduate or Non-Graduate
 Salary rates
Shifts RM 80 per day
Full shift RM 150 per day
You can dm on messenger Contact Telegram : @Asmara1123
#malaysia #MalaysiaMADANI  #workfromanywhere",Apr 10
@Big_Orrin,Think some of it is now classed as coming from Malaysia where it has been sts and blended.,"Dec 9, 2019"
@BooDsilicious,"I hope that DSAI will be able to govern well and bring our country to greater heights and stability to the rakyat. Amin amin ya rabbal alamin 

#PMX 
#dsai 
#anwaribrahim 
#EidMubarak 
#MalaysiaMADANI",Apr 13
@BooSoonYew67,Many of us who have been paying comfortably RM10 for even a simple plate of Economy Rice will not see the impact such an RM5 meal will do to one who is so short of money & struggling to pass by day after day !! #MenuRahmah #MalaysiaMADANI,Feb 14
@BoyzNaughty,"Guys nak minta tolong, does anyone know where can I get Kuih Bunga Pudak in Shah Alam area??? Please guys urgent #MalaysiaMADANI",May 27
@BursaMalaysia,"Our Corporate Social Responsibility approach aligns with the #MalaysiaMADANI concept, specifically through three core values — Sustainability (keMampanan), Prosperity (kesejAhteraan) and Care and Compassion (Ihsan).",Jun 8
@ChanKobrick,"Still remember Reformasi?  I think ‘Malaysia Madani’ is just a slogan like Reformasi.

Anwar’s politics are always fluid. ",Feb 1
@CharlesChaw4,"PMX keep it up d good works
#MalaysiaMadani
#BumantaraBayu",Mar 20
@ChiaClan,"There are surprisingly many positive developments examples resulting from nepotism around the political world, especially happened recently from major power house, conceptual of Madani Malaysia should include giving up feudalistic view and obstinate mind. Time tells. #nepotism",Feb 1
@CoachFadzil,Hoping for every genuine company gets this opportunity ‘Khazanah Nasional and EPF to invest in innovative and high-growth local start-up companies with an investment value of RM1.5 billion.’This is GREAT! #Budget2023 #MalaysiaMADANI,Feb 26
@CosmicBeing17,"This is unity is about and living harmoniously.. love this and living together as one. I believe PAs dont want this for their Power play. 
Lets work together for this #Malaysia #MalaysiaMADANI",Mar 24
@DDWAN8,"@rafiziramli 
3. Encourage inter marriages to produce Bangsa Malaysia who are prettier and more intelligent

4. Be progressive Islamic country with real compassion and caring, Malaysian madani",May 21
@DDWAN8,"Malaysians are highly encourage to adopt the powerful & useful concept & practices Malaysia Madani by our PMX!!
What attracts me most is economic growth to be pursued vigorously BUT with accountability, compassion & humility. 

Lets do it together and move forward positively!!",Feb 11
@Dandeliarin,"@MADANI_SMS please make doa and pray for the safety of Malaysia Airlines aircraft, MH370 passengers..  :(","Mar 11, 2014"
@Delbert13564,Thank you Speaker yang professional.Keep going government Malaysia Madani!!!,Mar 28
@Denn97160770109,@Fahmibinhassan Welcome to malaysia madani,May 13
@DrZahidHamidi,"Malaysia continues to stand in strong solidarity with the people of Palestine in realising their aspiration for an independent State of Palestine based on the pre-1967 borders, with East Jerusalem as their capital. 

#quran #Palestine #MalaysiaMADANI",Mar 16
@DrZalihaMustafa,"Our discussion underscored the importance of robust bilateral collaboration in overcoming healthcare challenges and promoting the wellbeing of our citizens. 

Looking forward to further collaborations and proactive engagements in the health sector.

#WHA76 #MalaysiaMADANI",May 24
@East_Creat5,Kudos YB @fahmi_fadzil & @MyDSA_official... tolong check sekali #AlongOnline yg on top of G search on #keyword pinjam duit... not @CIMBNiaga neither @MyMaybank ... with the @KDNPUTRAJAYA  power under YB@saifnasution plz take looks on this financial industry #MalaysiaMADANI,May 18
@Eastcantdark,"Absolutely yes...as long as PAS does not remove the slanderous attitude and remove the word Islam in the name of its organization...until the earth of Malaysia is shaken and collapses...MADANI thinking is difficult to form and inject to the People in Kelantan,,,Trengganu n Kedah.",Feb 25
@EducationMYSIA,"(Administrative Secretary).

The meeting was chaired by EMGS Ch airman, Dr. Abdul Razak Ahmad, and attended by other representatives from EMGS.

#EducationMalaysiaGlobalServices #EMGS #EMGSEngagement #MalaysiaMADANI",Feb 22
@EducationMYSIA,"On 9th June 2023, EMGS and Education Malaysia Ho Chi Minh were also part of the Malaysia Madani Pavilion Opening Ceremony which was attended by Mr. Bui Xuan Cuong  (Vice Chairman of People’s Committee of HCMC), His Excellency Dato Tan Yang Thai (Ambassador of Malaysia to Vietnam)",Jun 13
@EducationMYSIA,"The delegation from Education Malaysia Global Services was attended by Dr. Abdul Razak Ahmad (Chairman of EMGS) and other representatives from EMGS.

#EMGS #EMGSEngagement #MalaysiaMADANI",Mar 21
@EducationMYSIA,"The event was held in conjunction with ‘Malaysia Madani Week’, a celebration to mark the 50th Anniversary of the Establishment of Bilateral Relations between Malaysia and Vietnam. More than 30 exhibition booths were opened including EMGS together with 10 universities from",Jun 13
@EgalitarianMY,"#AskingForAFriend  GLCs in Malaysia are open to all Malaysians or exclusively for anak Tan Sri, Dato, Crony. Madani or Anak Bini? @rafiziramli @anwaribrahim",Apr 10
@EgalitarianMY,"Kit, Madani can’t even solve the chicken and egg subsidy issue.m let alone the more complex fuel subsidy which account for 10% of GDP World Class? Not this bunch. U turn govt. #MalaysiaMADANI",Jun 12
@EgalitarianMY,"PH should go into the state elections alone. If this anak mummy stands in my area, we will gather the community to vote against him. He is the
embodiment of whats wrong with Malaysia. GLCs and Govts now serve anak bini instead of madani. Take heed @anthonyloke @AmirudinShari",Apr 11
@EgalitarianMY,What about what the old man has done and continues to do? Atok should be arrested and tried for treason. Too bad Malaysia doesn't have Lese Majeste laws. He should be tried for that too. Apanama mudah lupa #MalaysiaMADANI,May 1
@EgalitarianMY,"You are the Comms person to the PM of Malaysia. Stop retweeting blindly. Your actions can shape public discussion and fuel a narrative. An intern can do a
better job than @Wann_N #Madani @MalaysiaPMO @anwaribrahim",Apr 11
@Elise_JeTaime,Its KELUARGA MALAYSIA PM that appointed him. Not Malaysia Madani PM. ,Feb 11
@Elise_JeTaime,"Its so sad hearing this. He’s trying hard to make things right. Yet he receives countless and various slanders, they ridicule him and his cabinet. God bless you DSAI. #MalaysiaMADANI #PMX",Feb 28
@EnAimanSyahmi,Credit where credit is due. 1malaysia slogan is way better than malaysia madani,Apr 7
@EntriMuran,"@fahmi_fadzil YBM KKD, nothing much on TV1, TV2, TV3 publicity on ""Malaysia MADANI""? Would like to see, the slogan ""MALYASIA MADANI"" appears on the screen of TV every time. Any plan to make a song on ""Malaysia Madani""?",Feb 1
@EppyFizul,"TAX THE RICH!!!

#MalaysiaMADANI",Feb 24
@EternalDeeds,"Terbaik PMX & keep up the good work!

#MalaysiaMADANI",Jan 30
@EternalDeeds,"You’re right. DSAI won’t waste time investigating Tun M. He’s busy saving the nation and the people. Semoga Allah permudahkan tugas PMX, ameen.

#PMXTerbaik
#MalaysiaMadani",Mar 5
@ExactCorre55,Malaysia madani can only dream,1h
@ExcelEasy,"@djgilbertlive Good Sunday evening Gilbert, Neil @AnilMicCheck & Aida @adia_rihat Salam Malaysia Madani. From Ronnie and Rose! ",Mar 26
@ExcelEasy,Bar Chart in #Excel,Feb 17
@ExcelEasy,Familytocracy always comes before kleptocracy before democracy. So a new drama continues. Talk abt Malaysia Madani...........,Jan 30
@ExcelEasy,Group Pivot Table Items in #Excel,May 18
@FAMA_Malaysia,"AgroBazaar Online

#famadihatirakyat 
#agrobazaaronline
#MalaysiaMADANI
#cukupdanterjamin",Mar 8
@FAMA_Malaysia,"Jom Semua warga Kelana Jaya dan Kawasan Sekitar. Datanglah beramai-ramai ke Pelancaran Program Jualan Khas Syawal Madani Peringkat Kebangsaan Tahun 2023 anjuran FAMA yang akan dilancarkan pada:

  APRIL (Sabtu)
 . AM. PM
 Pasar Tani Kelana Jaya",Apr 10
@FAMA_Malaysia,"Jom Semua warga Putrajaya dan Kawasan Sekitar. Datanglah beramai-ramai ke Program Pelancaran Jualan Ramadan MADANI Peringkat Kebangsaan Tahun 2023 anjuran FAMA pada:

  Mac  (Jumaat)
 . ptg- . mlm
 Pasar Tani Putrajaya",Mar 17
@FamilyFrontiers,"Make sure our ministers and MPs know. Tag them so that they listen to the pleas of these children to Malaysian mothers. 

@hannahyeoh
@FadhlinaSiddiq
@NancyShukri
@saifnasution
@AzalinaOthmanS

#PindaPerkara14 #SayaJugaAnakMalaysia #MalaysiaMADANI",Mar 16
@FamilyFrontiers,"Make sure our ministers and MPs know. Tag them so that they listen to the pleas of these children to Malaysian mothers. 

@hannahyeoh @FadhlinaSiddiq @NancyShukri @saifnasution @AzalinaOthmanS

#PindaPerkara14 #SayaJugaAnakMalaysia #MalaysiaMADANI",Mar 14
@FamilyFrontiers,"The #PindaPerkara14 campaign is pushing for an amendment to Article 14 so that Malaysian mothers can confer citizenship automatically to their overseas born children on the same basis as Malaysian fathers. 

#SayaJugaAnakMalaysia #MalaysiaMadani",Mar 31
@FarahAfzan,"Just bought Perak A State Of Crisis..reserve dulu,harus hadam buku2 Plato n Socrates,dan Kerajaan Madani 4 assignmnts..","Dec 19, 2010"
@FarolSepang,"This country needs time. It needs healing. And the last thing it needs right now is another coup. Penat la. Bagi ruang untuk kerajaan sekarang mentadbir. If the government collapses again, many rakyats will definitely give up on politics. #MalaysiaMADANI",Mar 2
@FarolSepang,"dccomm_gov: [4/4]
Sumber: BERNAMA

#KomunikasiKomuniti 
#MalaysiaMadani 
#PMO 
#JabatanPerdanaMenteri",Feb 21
@Favor05200244,TQVM....for giving all of us a a clean ruling since new formation take over ...... Malaysia Madani,Apr 27
@Feekry4u,It's just a sham!! This fler practically wrecked Tabung Haji and he gets to head another GLC? PH and this so called Kerajaan Madani is just a slogan as usual!!!,Apr 6
@Ferozan2573,Plan Malaysia is a backward approach. Need to be more tech savvy and align with the circular economy that your Madani government is proposing.,Apr 11
@FinasMy,"5. Ms. Jean Ng, Singapore Film Commision
6. Mr. Kiyong Park, Korea Film Council
7. Mr. Izora Lee, Taiwan Creative Content Agency
8. Mrs. Lorna Tee - Moderator

#FINASMalaysia 
#FilemKitaCitraKita
#MalaysiaMadani",May 18
@ForABetterMY,"Instead of battling over what kind of movies are allowed in cinemas, the one upmanship is killing Malaysia. Please... Is Malaysia Madani a good slogan?!",Jan 17
@ForABetterMY,Today I drove by a Malaysia Madani billboard w Anwar n Zahid next to him. That is the gov.,May 9
@ForABetterMY,"When Ismail Sabri spends on billboards, cannot. But when Anwar does, can? Seriously, I have been seeing so many Malaysia Madani billboards around. What's going on, PH? I thought you were better than the illegitimate govs before you and better than BN?",Apr 12
@FranciscoPier1,"In the end, as one agony aunt put it, the devil is in the execution. @anwaribrahim, good luck in implementing this amazingly well crafted budget. 

#MalaysiaMadani seems very plausible and hopeful. I hope this vision can be realised. ",Feb 28
@FreeMsian,All reasonable citizens must be very careful here. Bullying the Judiciary for the sake of few criminals who seem to form critical support for Kerajaan Madani is not going to do any favour to the general welfare of law abiding citizens. That's a major red line.,Apr 18
@FreeMsian,Amazing choices this Kerajaan Madani.,Feb 7
@FreeMsian,And this company is going to handle sensitive immigration data and system. Kerajaan Madani cannot claim ignorance over this deal as it involves a significant government concession.,Feb 14
@FreeMsian,Human Resource Ministry under Saravanan was a major source of corruption in Kerajaan Pengkhianat era. That has somehow continued in the Madani era. No news on the prosecution of Sivatronoh appointees arrested by MACC last month.,May 22
@FreeMsian,"I don't know why this Kerajaan Madani still keeps people like Wahid Omar who allowed billions to be lost under his watch, once from KWAP to 1MDB and second time from PNB to Sapura Energy.",Feb 14
@FreeMsian,"If Kerajaan Madani still listens to wilfully blind people like Tong Kooi Ong, can bungkus terus.",Mar 4
@FreeMsian,It is  better Kerajaan Madani PH faction diversify their support base beyond the Kleptocrats. Unless they planned to be with them permanently.,Mar 22
@FreeMsian,It is blatant stealing of public resource aided and abetted by Telekom Malaysia BOD and Madani is pretending not to see other than their action against one Hydroshoppe owner for paying bribe to Annuar Musa.,May 21
@FreeMsian,"Kerajaan Madani must form a GLC and Government Agencies oversight committee to supervise everything these GLCs and Government Agencies do so that they don't deviate from Madani's stated core values, especially don't indulge in corruption.",Apr 13
@FreeMsian,"Kerajaan Madani should take note and don't open themselves to be accused of 'Cakap tak serupa bikin.""",Apr 20
@FreeMsian,"Kerajaan Madani, especially the PH camp do have good intentions for the country. But they are fumbling because most likely they are listening to the same advisors who misled the previous corrupt regimes.",May 26
@FreeMsian,Lokman Adam is asking Kerajaan Madani to explain why KWSP withdrawal is not feasible so that the Walauns and Pengkhianats won't make it as a political capital. Fair point.,Feb 15
@FreeMsian,"Perkembangan baru from Kuwait would mean  that they have to bring more charges against the worst criminals Najib Razak, Irwan Serigar and many others. If they do otherwise, Kerajaan Madani shooting themselves in their foot.",Apr 3
@FreeMsian,"Telekom Malaysia scandal is big. Let's talk about it tomorrow before their AGM that is coming up next week. To date, Madani has made no changes to Telekom Malaysia clowns or Khazanah clowns running the show.",May 19
@FreeMsian,This is a massive robbery executed by people under dictatorship and now this Kerajaan Madani also not telling how they are going to rescue the situation.,Mar 4
@FreeMsian,What will the Kerajaan Madani do to MRT3 is a question mark. Will they go for international tender or go for the AliBabaSalleh Tender?,Mar 29
@FreedomKid010,"Now that Red Velvet R to V tour has started, and they skip Malaysia cause we’re not Truly Asia~

SG, BKK, JKT, PH Reveluvs: REDEU BELBET!!
Meanwhile Malaysia: Madani

Iykyk ",Apr 1
@FriendsofBD,"DBKL seems to be determined to bulldoze the draft KL Structure Plan 2040 and gazette it without giving residents a chance to look at the final draft. Under the  #MalaysiaMadani era, we hope the Minister in charge of KL, i.e. PM @anwaribrahim will look into this.
Cc: @niknazmi",Mar 29
@GBPxmen,"Malaysians hv grown 2 be more selfish. Tis can be seen in broad daylight on de road. Poor mannerism and inconsiderate. Even if you give way, there is 0 thk u. They wait beyond the stopline/cross it when it’s red. Motorbikes think they are immortal beings. #MalaysiaMADANI",Feb 8
@GBPxmen,"Unless the government of the day, is able to mend our old rotten culture, mindset and outdated policies. #MalaysiaMadani",Feb 4
@GBPxmen,"When you see Malaysians giggling away infront of a tourist needing help in their whereabouts, it is not Hospitality! They are giggling because in their head it sound like “aiyo, alamak, apa ni, sai lo, apa nak cakap ni, aiyo ama.” #MalaysiaMadani",Feb 4
@GardaAramis,"In conclusion, whether its 100dys KPI KELUARGA MALAYSIA or 100dys KPI MALAYSIA MADANI, both saw no new out of box initiative that really benefits MAF lest being disruptive.",Feb 23
@GardaAramis,We are still a proper country. We are Malaysia Madani ,Jan 24
@GaryHaubold,"C'mon man! If there is a more interesting job in the world than tracking tankers for a living, I don't know what it is.

Well, if you had superpowers, you could track down Amelia Earhart or Malaysia Airlines Flight 370 & get really rich & famous...but then you'd do drugs & stuff.","Sep 6, 2022"
@GejalaSosialite,I have very stellar A1 genius idea but omg abit stupid to execute Malaysia be more Madani so I can execute my art Tqtq,Jun 4
@GetReal_La_Bro,So what is so madani about @anwaribrahim Malaysia if it takes the @imigresenmy hours to stamp one passport? @saifnasution,Feb 28
@Goodvib75002247,"*NEWS FEED*


#MalaysiaMADANI 1-15 mar vs 1-15 Feb #Palmoil export(in mt)* ...only rumour

*ITS* :766,924 vs  month 484,950 (+281,974 or  up 58.14%)",Mar 14
@Greg33054815,Give some credit to the voters now as they have seen enough of the goodness in Malaysia  Madani to vote wisely. IMHO,Apr 6
@HM_DaKieng,"Dr, please use your connections to get the message across to @fahmi_fadzil @hannahyeoh @ramkarpal @anwaribrahim @Kelvinyii88 Malaysia MADANI cannot discriminate its citizens to score pandering points to the fascists. 

Fascists will never vote PH no matter how hard you try!!",May 24
@HM_DaKieng,"Musically speaking, lagu Malaysia Madani tu horrible. Why do you write a patriotic propaganda song in minor key?? 

Satu Malaysia, Keranamu Malaysia, Jalur Gemilang; all in major key which is why they sound ""progressive"".

Malaysia Madani basically have a depressing feel to it.",May 31
@Hafiez40137943,"Why did you portray Malaysia Madani a ghost? Are u afraid of Malaysia Madani?! Instead, those entities TNB, Puspakom are the real ghosts, NOT Malaysia Madani.",Mar 24
@HafizAbdullah88,"Great news for Borneo people 
#MalaysiaMADANI
#Belanjawan2023",Feb 24
@HafizAbdullah88,"friendly reminder to all civil servants
#komunikasikomuniti
#MalaysiaMADANI",Mar 21
@Hammad___madani,"Mr. Chairman! Our plane was stopped in Malaysia due to non-payment of debt. Tomorrow our Prime Minister will also be surrounded. Address by Senator Maulana Abdul Ghafoor Haideri
#مولانا_ہم_تمہارےساتھ_ہیں","Jan 1, 2021"
