Twitter Username,Post,Date Posted
@A_I_M_A_N_L_A_H,Imagine BN make Langkah Sheraton against PN cause they can't handle the global recession next year and politic in Malaysia is going worse,"Nov 20, 2022"
@A_ImTweets,They could do it since Langkah Sheraton. What makes you think they will do it now?,"Aug 14, 2021"
@A_Prasad7,"Jog my memory cause I think forgot, but why does Tun M get blamed for Langkah Sheraton ah? Okaylah he didn't passover to Anwar, but the defectors weren't Anwar's supporters right?

I thought the previous admin has always just been plotting a way back in nie","Aug 20, 2021"
@Abdul_Rezz,"""Then their PM resign when Covid came 2020.."" WTF?? What is langkah sheraton","Nov 9, 2022"
@AbudiAlsagoff,Nothing good comes after Langkah Sheraton. No cap,"Jul 2, 2022"
@AcapHaris,"Langkah Sheraton, now including Voters!","Nov 20, 2022"
@Adzahan_Saad,"yea, agreed but they shud really focus on doing what is right. They blew the chances. Like it or not, the shot tenure of 22 months are a manifestation of their own failure. We can blame langkah sheraton as much we like, but it is what it is.","Nov 20, 2022"
@Afro_Dreamer,"Thanks for KLCC, Vincent Tan, Langkah Sheraton and that video yang Atuk nangis tu. That was gold.

Oh Tun, when people tell you to ""main dengan cucu"", they don't mean forming a new party and trying to install one of your grandkids as PM 10.","Jul 10, 2021"
@AgusHyun,Was the Langkah Sheraton NFT a scam? Tony Pua explains -  &lt;&lt; #crypto #cryptocurrency #currency #bitcoin #btc #digitalasset #money #blockchain #fintech #eth #followback #follow4follow #followforfollow #follow,"Sep 14, 2022"
@AhmadFaezal4,"Absolutely. 

Ayman Rashdan outlined not only definitions of each governmental system. He went further to pinpoint about political development. I highly recommend it.

If you're looking for the craziness behind Langkah Sheraton, I opened up a 20-year political discourse in… Show more",Apr 1
@AimanIAbdullah,"And all that for what, exactly? What major policy changes have been implemented since Langkah Sheraton, hmm? ECRL's been realigned to inflate its cost, the KVDT project remains woefully behind, and... that's it, I think.

So what was all of it for?","Sep 10, 2020"
@AimanZahry,No. That principle is wrong as it doesn't adhere to our constitution when GE becomes precedence. Don't mix Langkah Sheraton with GE processes.,"Nov 27, 2022"
@AjlaaReefilaa,"And the funny part is, hal DARURAT was not even brought up during Langkah Sheraton (read:Syaitan). And suddenly bila Anwar Ibrahim tried to do exactly the same thing, terus all this talk about darurat?","Oct 18, 2020"
@AkaunNasional,"Actually we feel so sad too because we elected you but you wasn't responsible enough to protect our mandate but you allowed Langkah Sheraton and let Midin & BN gomen to take over. We wish PH were smarter and stronger then but sadly, you guys became even stupider and weaker now.","May 24, 2022"
@AkaunNasional,But then they still clinging to Langkah Sheraton / Kerajaan Pintu Belakang. Fucking weak sial. The real #kerajaangagal is definitely PH.,"May 26, 2022"
@AkaunNasional,Technically everything were already upside down when Langkah Sheraton happened. Plus C19 pandemic also came in. Midin & Sabri had the hardest time ever. Now Sabri facing food crisis. These PH idiots must be eating feces everyday!,"May 26, 2022"
@AlHazen9097,"Me seeing people blaming that Mahathir old man for all the mess : 

Also me : First of all, Langkah Sheraton exists for a couple of reasons.","Aug 17, 2021"
@AlexVanStraten1,Did you set aside your personal interest when you did your “langkah Sheraton “?,"Mar 10, 2021"
@AlexVanStraten1,Langkah Sheraton oso prove that democracy is alive and back stabbing in your Malaysia!,"Aug 5, 2021"
@AlexVanStraten1,"When u did your langkah Sheraton, u were being cruel... u stole my vote and I am still bitter and angry at the lot of you... pricks!!","Sep 24, 2020"
@Alexand76360921,I think he should retired after what had happened during Langkah Sheraton. The plan was a failure.,"Oct 14, 2022"
@Alexia_mgc,I don't think PH will agree to that on the basis of Muhyiddin was already part of PH govt before & one of the main players of langkah Sheraton. Appointing him as PM for PH+PN govt is a recipe for langkah Sheraton 2.0.,"Nov 22, 2022"
@AliaLiverpool,I followed PAS since 1998. Grew up seeing the way of Islam by seeing how the party functions. PH won in 2018. They tasted power. Then Langkah Sheraton happened. Then they said some ridiculous stuff to justify what they did is ok. Nope. Bye.,"Nov 26, 2022"
@AliaLiverpool,The thing is that it's also easier for PH to coalition with PN too but we know that'll never happen. Also that Langkah Sheraton happened once.,"Nov 21, 2022"
@Alphadepeche,"Should direct to those who started langkah Sheraton, no??","Oct 25, 2020"
@AlpinusAster,Langkah sheraton - it shows a mafia who destroyed a country,"Oct 16, 2020"
@AlyaHardy,What if someone pulls langkah sheraton again and we’re stuck with another backdoor goverment after this,"Nov 19, 2022"
@AmethystChew1,"so happy the PENGKHIANATS ARE OUT.. AA, ZK, we know what you did, forever infamy with Langkah Sheraton.. KJ will stand trial for the chemical castration of Malaysians.. NI with her greta-climate hoax tirades didn't fool voters.. enough are awaken!  #GE15 #TheGreatAwakening","Nov 20, 2022"
@AmethystChew1,ya lor.. cannot blame PN for langkah sheraton/MCO/minister of environ who want to be fisherman throwing net in river/etc etc etc because under selangor/PH ,"Sep 4, 2020"
@AmirImrxn,"Yeah sure sure not interested then pergilah negara yang takdak politik 

Please lah, remember “langkah sheraton”? Naik pm time covid lah katakan and you said he tried his best? Hahaha he have more than 50 people under his kabinet you saying he did his best? Not even closed girl","Aug 16, 2021"
@AmirulNizam29,Rakyat have no power. Langkah sheraton show us rakyat doesn’t matter.,"Oct 11, 2022"
@AmmarharizAH,"langkah sheraton happen because of mahathir not because of agong,when dia letak jawatan,dia boleh bagi ja org lain jdi pm tanpa mengundi,and when ppbm out from ph,they losing majority","Nov 21, 2022"
@AnakShahAlam,Langkah Sheraton is the proof that they cannot be trusted!!! Please dont dare u to accept this offer,"Aug 13, 2021"
@AnbalaganRamas3,"They think we stupid.... We just wait for PRU15... Kick them out from political arena forever.... Dulu dia fight truth against Jib... We stand together.. After they betrayed with Langkah Sheraton.. Thats it, they even qualify to be MP anymore... Shit on them","Mar 28, 2021"
@AndrewJason89,So Langkah Sheraton was where PH lost the majority right? Which is why Wan Azizah could not be the PM?,"Aug 16, 2021"
@AnitaRajagopal1,"To weather this crisis, a temp ceasefire is what the country needed instead of 'langkah Sheraton' & still needs today. We need #PauseMalaysia but PM8s willingness to gamble with people's lives to secure power makes him unfit to lead #MuhyiddinOut","Oct 9, 2020"
@Anna62545319,Makes me angry when I saw the letter. Such underhand. No wonder we heard about Tun had been warn about being sabo that night of Langkah Sheraton.,"Nov 16, 2020"
@AntonyDecruz_,"I’m not even biased lol. PH during GE14 had leaders with different agendas, but that population has significantly reduced thanks to Langkah Sheraton","Nov 16, 2022"
@Ariefied,The military staged a coup against the government and has declared emergency for a year in the country. Malaysia condemns the action of myammar when they did the same thing last February during langkah Sheraton. International media normally would pity the gov but rohingya happen,"Feb 2, 2021"
@ArishaRozaidee,This government isn’t scared of us or worried about us. They realised that they could step on the rakyat the moment there was barely any pushback following Langkah Sheraton.,"Jan 7, 2021"
@ArmandKugan,"Correction. Ruined by one 
@chedetofficial
. Langkah sheraton was just another attempt. Blame the one who made it possible.
Only an idiot would believe he resigned due to lack of support. He didnt even wait for the vote of no confidence in the parliament. Total BS","Mar 12, 2022"
@Arveena03,"I wanted to ask our government to pressure Myanmar junta to return democracy to the Burmese people, and then I remembered Langkah Sheraton. FML. #SaveMyanmar #PeacefulProtestMyanmar #givepeaceachance","Mar 3, 2021"
@ArwahJemin,"There was a plan to reform shariah court and lawyers by 
@mujahidrawa
 when he was Minister, but he couldn't get it done due to Langkah Sheraton. He had all things planned already, sayang betul..","Jan 12, 2022"
@ArwahJemin,"This PN government is pure olok-olok, dari start sebelum naik (Langkah Sheraton), sampai lah sekarang. Everything they do is olok-olok. What a fucking disgrace!","Jul 5, 2021"
@ArwahMaklampir,Again the Tua Saka showing his true side. Tok Dalang for Langkah Sheraton and PN,"May 6, 2021"
@ArwahMaklampir,"Hahaha. Go through the quote n laughing at alll the airy head. Next time whatever Anwar said, u better Check n research. Even Langkah Sheraton, He already predict that since PH won","May 18, 2021"
@ArwahMaklampir,"I had Hopes fhat Dr 
@maszlee
 can change the Malaysia Education future for the betterment. For my kids. But it all rob by Langkah Sheraton. So my rage wont just finish with the fall of Azmin and it’s sidekick.","May 17, 2021"
@ArwahMaklampir,U mean having another Langkah Sheraton with Atok at helm is it?,"Aug 14, 2021"
@ArwahMaklampir,Where are u during Langkah Sheraton?,"Dec 18, 2022"
@ArwenmhEvenstar,I know we suffer from PTSD due to Langkah Sheraton looking at all the replies. But let some of us just enjoy and be happy for a few days. Let us bask in the moment for a little while lah. Then we will go back to criticising the government. Like we always do.,"Nov 26, 2022"
@AryneJames96,"This country situation can be traced back to langkah sheraton move. Don't you fucking whitewash this coup de tat .

Sapa yang menangis tengok mahiadin baca doa dekat live tv after khianat rakyat yg mengundi fuck you too. We remember how the sheep react!","Jul 25, 2021"
@AshaariShah,"If people are talking about Langkah Sheraton, they’d be shocked to know about the Frasers Hill incident/affair to topple Harun Idris as MB of Selangor in 1976. Makes you think if there was social media back then, what kinda things we’d know about now ","Nov 26, 2022"
@AshburnAston,"Good read. Thanks.. Hope you can also highlight the history of "" scheme of thing"" yg membawa ke arah langkah Sheraton.","Jun 14, 2021"
@AswathiAshwin,"My friends not going to vote today. They ask what politician do for thier race and can't move on from langkah sheraton. I'm not say anything, this is democracy so your choice and I don't think the one vote only for racial aspect, need to vote and decide this nation future.","Nov 19, 2022"
@AwesomeKLite,So Deen recycled the SD.pdf document from Langkah Sheraton? Jeng jeng jeng,"Nov 22, 2022"
@AzfarBakar,"Key takeaway is, Langkah Sheraton was actually a blessing in disguise where PH was cleansed of the rotten pengkhianats and Bersatu. What we they have remaining would be highly likely those that are true to the cause.","Oct 25, 2022"
@AzfarBakar,"To blanket label all of them the same is not accurate. Else, all of them would be in the same boat now enjoying each and every one’s ministry, ambassador, GLC chairman’s position. The Langkah Sheraton last year was a blessing in which God separated the Thorns from the Flesh.","Jul 3, 2022"
@AzfarZA,"Ya, wifi dia senang nak connect kot, fast and stable. Wth he was about it being inconvenient? I flew in Oct 2019, before the vid was published, ok kot.

Also I baru touched down kat SIN, langkah Sheraton unfolded, wifi ok je kot. Salah SIN wifi too good, spoilt my mood lel","Jul 15, 2020"
@AzimTheJudge,"The new Anti-Hopping Law consti amendment? Yeah that’s the core of all this mess up

Did u know that the likes of Muhyiddin, Peja, WAF, Rina Harun would not have been sacked as MPs if the law were established before the Langkah Sheraton? But MPs like Syed Saddiq, Mahathir would?","Dec 16, 2022"
@AzizGhani,Should’ve asked the public before langkah sheraton. Stop your wayang.,"Aug 29, 2020"
@AzraeeMamat,"If you did not start the langkah Sheraton, all these would not have happened","Dec 3, 2022"
@BFMradio,What political reform do we most need to prevent another Langkah Sheraton? #BFMPoll #MorningRun,"Feb 23, 2021"
@BN4everTN5O,"It's a process, it won't happen in one go. PH won PRU-14

Then via langkah Sheraton, the deep state revealed themselves and left PH to form a new govt

Hopefully, purified PH comes back stronger, as the rakyat debate and create awareness 

Just like what the minorities did today","Aug 21, 2020"
@BN4everTN5O,"You of all people know that the politicians, especially PN caused this. UMNO will never take responsibility, not for 1MDB, not for Langkah Sheraton, not for #KlusterSabah. 

That's why we the rakyat reject & despise UMNO ","Oct 3, 2020"
@BN4everTN5O,"You're naive if you think it works any other way 

Look at KJ, look at Langkah Sheraton. In the end it's all about power not the rakyat's well being 

Progress does happen however but it's a slow process ","Sep 15, 2020"
@BathmaNS,Langkah Sheraton started it all,"Aug 10, 2021"
@BeeBalan,"How tf does a hashtag hamper an investigation? Polis layan twitter while on the clock is it? Also “If you still want to do it then don’t do it in a way that will make people angry, worried or annoyed” what nonsense? We’ve been angry, worried & annoyed since Langkah Sheraton 8tat!","Apr 30, 2021"
@BeeBalan,"It's just so funny (read: infuriating) to me how y'all bring up T*ib every single fuckn time a Sarawakian speaks about Sarawak—like not necessarily in comparison to Semenanjung, just about our problems in general—as if we didn't go through Langkah Sheraton together.","Apr 20, 2022"
@Beembo8,He probably never had cancer. Very likely just an excuse to disappear to plan & hatch plans leading to the Langkah Sheraton betrayal. Won't be surprised if the betrayal moves already started immediately after 2018 GE.,"Dec 10, 2022"
@Beembo8,"When the Buying stops, the frog jumping will stop too. So who's playing politics?
Anyway, this Bersatu man should look at the mirror. Will help him recollect Langkah Sheraton. What goes around, comes around.","Aug 8, 2021"
@Beembo8,"You conspired with Muhyiddin & Azmin and forced a coup against a legitimately elected govt with that Langkah Sheraton? So don't pretend to be loyal to Umno. If you want to join Bersatu or Pas, just do it as you prefer the Moo, now that he has the money & your cousin us in jail...","Dec 9, 2022"
@BicaraKrypto,"Besar jasa 
@pedagang_eth
 bila dia buat pendedahan NFT langkah Sheraton ni sebenarnya, it will stop these kind of practice among politicians, the Malaysia NFT community has been through a lot to be tarnished by 
@tonypua
 & DAP.","Sep 6, 2022"
@BicaraKrypto,Gonna make a TikTok video on this langkah Sheraton NFT thing. More people should know about this type of scam,"Sep 6, 2022"
@Bigsnorlax1985,"Why always like to discuss things at night?  like Langkah Sheraton also at night, met King also at night...","Oct 26, 2020"
@BillyLeeMy,"Langkah Sheraton Part 2? 
Malaysia needs to stabilize and focus on economic, no time for political game.","Nov 27, 2022"
@BreakMyCoffee,"2 disasters Malaysia had to go through since Langkah Sheraton. Incompetence and mediocrity took over the country.

Health disaster (Covid-19) + natural disaster (flood) 

Blood in their hands. Never forget.","Dec 23, 2021"
@BreakMyCoffee,"2. The meeting took place 2 weeks ago, after the Johor state election. Muhyiddin requested to meet Tun M. 
To recap, Pejuang was wiped out in the state election. 

This is reportedly the 1st meeting btwn the 2 former PMs since the infamous Langkah Sheraton in Feb 2020.","Apr 1, 2022"
@BrianJuliana8,"""Langkah Sheraton NFT"" recently announced they managed to raise RM1.3 million (US$288,000) through the sale of 8,888 NFTs…","Sep 8, 2022"
@Bryan58376943,Ermmm. More accurately is our former PM betraying when the covid 19 storm was coming with langkah Sheraton.,"Jan 28, 2022"
@Bryan87Lee,It's game theory. I once told a group of friends after Langkah Sheraton that one day PH-BN will combine too stabilize the country. Now they look at me like a fortune teller.,"Dec 2, 2022"
@BujalismReality,Gobind is the best.. all level of user are enjoying the low rates and high service but it went bad after the langkah sheraton,"Nov 21, 2022"
@CAROLINANTHONY4,"Good riddance to bad rubbish. Langkah Sheraton great lesson n revelation of who r d betrayers. Never ever let them in, again.","Nov 18, 2022"
@CCHomosapiens,"Even with skilled workers. Politicians katak hop here and there. Always got langkah Sheraton, investor also lari lah.","Jul 11, 2020"
@CCHomosapiens,"He talks as if no one in PH can lead the government. PH do not need this kind of garbage thrown out by umno. PH once kutip someone sacked by umno, gave that guy a high post, ended up that guy did langkah Sheraton and betrayed PH and rakyat. So, say no to people sacked by umno.","Oct 8, 2021"
@Cacap_,"If Trump lose, will he do langkah sheraton or the ballot count room will blackout? ","Nov 4, 2020"
@Cheng_Kidd,Well this escalated fast. Nostalgic feelings on Langkah Sheraton? Or is this deja vu?,"Jul 30, 2020"
@CibaiLokter,"There are two most damaging features of Malaysian Constitution

The second one is freedom of association

Which leads to langkah Sheraton and langkah Sabri

And now Melaka gov

Opposition should bring 2/3 to Dewan Rakyat to abolish this instead signing a lame ass cooperation MOU","Oct 5, 2021"
@CityKaki,Show proof if you think she was a part of Langkah Sheraton....,"Nov 7, 2022"
@Cof_or_Tea,"@DrDzul
 you really didn't learn anything from langkah Sheraton did you","Sep 13, 2022"
@Cof_or_Tea,"But can the PM trust any independent economic experts or PTDs? 

An advisory role doesn't only require qualifications but also someone that the PM can fully trust.

After almost 11years being in prison for trusting the wrong person + Azmin Langkah Sheraton. Not a surprise.",Jan 30
@Cof_or_Tea,Do keep in mind he went to prison for almost 11 years trusting the wrong person. There's also what had happened with Langkah Sheraton.,Feb 1
@Cof_or_Tea,"I don't like the calon too but he joined keadilan after Langkah Sheraton, during the lowest moments in Keadilan. So for now I give him the benefit of the doubt","Nov 3, 2022"
@Cof_or_Tea,"People forgot that he went to prison for trusting the wrong person. After Langkah Sheraton lagilah.

Izzah can make bank by working in the private sector. Instead she chose to work for free for the next 5years.

and it's on record too. Bukan macam penasihat rosmah lol",Jan 31
@ComicsByVieN,"her pronouns are she/her iinm.

this happened right after the langkah sheraton incident. she got cyberbullied because of this video. better not share/qrt it.","Oct 13, 2020"
@DNSFaik,"soooo

you assume rakyat wont marah when you guys did langkah sheraton? ok then.","Oct 13, 2020"
@DarrellLuke,"What also worries me is the fact that this so called “Abah” had previously promised so many things to get his way. Everyone jadi menteri and timbalan menteri la, everyone dapat position chairman GLC la and so on if they successfully buat langkah sheraton. They could","Nov 20, 2022"
@Darylianp,"One of my project teammate’s parent just passed away due to this pandemic. 

I can only imagine his next move due to the current SOP.

I will always point my finger at the ‘langkah Sheraton’. Because of political interest of a few. Loved ones are sacrificed.","May 28, 2021"
@DashveenjitK,"Yea, so many factors in play. Gobind had a pretty decent lineup. But oh well, langkah Sheraton came and followed by a series of unfortunate events.","Oct 16, 2020"
@Delailash82,"Thanks for the explanation.

This is how I believe happened. I want PH to win this GE but it does not sit well with me on the accusation that Tun M caused the collapse of PH 22Mnths govt.

Langkah Sheraton resulted majority lose thus the collapse, not Tun.","Nov 13, 2022"
@Derezedd,With what had happened with Langkah Sheraton.. I feel like voting macam tak function sangat. We vote and then they can rombak balik the votes themself. ,"Dec 25, 2021"
@DesmondLingSL,The main problem is that the composition of PH was mixed in with people with that pretended to be better than they are. Langkah Sheraton happened. PH was crippled because they were deceived. We all know what extreme measures the current government took to stay in power.,"Jul 26, 2021"
@DesmondLingSL,"Tun M did not commit on the time line when he was asked for assurance. It was all over the news and he did not give the answer like what you said. For all we know, his lack of clarity instigated the political instability which then transpired to langkah Sheraton.","Aug 3, 2021"
@DevrajNagarajan,Add another layer. Langkah Sheraton.,"Oct 10, 2020"
@DgtlRightsWitch,"Ah well, it’s not everyday you get to say “this is my own personal Langkah Sheraton right here” kahkahkah ","Jan 11, 2022"
@DingdongMy,"Langkah Sheraton started our problems...backdoor ministers must go. Since stealing the gov, we are all dying...
@weekasiongmp
 @Khairykj","Jun 16, 2021"
@DiveneshSiva,"I dont get it. When they did langkah Sheraton was because the government lost majority. Its the same shit now. Just fucking move on la, find solutions. Ppl are dying. Doctors and nurses are at the brink of collapsing. Future of the country is umcertain.","Aug 14, 2021"
@DiveneshSiva,"So if everyone votes, BN loses again, Anwar becomes PM, then some Langkah Sheraton, Langkah Meridien, Langkah Hilton will happen and these clowns will take over again. Fakofffff lah.","Oct 12, 2022"
@Dougdaissss,"He came back to get Najib into jail. He managed to do that. PH alone was not enough to gain Malay’s support (proven in this GE). As for Langkah Sheraton, it was Azmin and the gang that betrayed PH. It’s unfair to put all the blame on Tun alone for all the chaos these past years.","Nov 23, 2022"
@DrJasonLeong,Langkah Sheraton looking more and more like Langkah Shit A Tonne.,"Oct 22, 2020"
@DrJasonLeong,"This Parliament sitting serves to remind everyone that while politicians can be two-faced, a non-politician like Art Harun can also be a backstabbing pengkhianat, perhaps even to a more vicious degree than Geng Langkah Sheraton.","Jul 26, 2021"
@DrJasonLeong,"Well if he was, he did a horrible job. Which begs my original question. Why Langkah Sheraton?","Aug 15, 2021"
@DrJasonLeong,"With the current MOF releasing the list of 101 Projects, I think Langkah Sheraton was executed so that PN can show how good PH really was. 

(Nonwithstanding traitors in its midst)","Aug 27, 2020"
@DreamLoveScream,oh yeah i remember your place! unofficial part of langkah sheraton ahahaha! hope you’re well too! getting your second shot soon? (gauging from your name rn ahah),"Aug 27, 2021"
@EN_TI_,"Also important is how to keep the separation intact and untouchable once it is successfully done. If PN take over via langkah sheraton 2.0, this separation means nothing . Having said that, its a promising start.","Dec 4, 2022"
@EN_TI_,"Soon, the bunch of kleptocrats will start planning for langkah Sheraton 2.0. Not to mention the over 234 political appointees in GLC that jz lost their lucrative FREE top salary posts r unhappy. I only wanna pray to Allah that DSAI will lead for full term. ","Dec 31, 2022"
@EN_TI_,UMNO and GRS own meeting so soon   Now Langkah Sheraton 2.0 is quietly in progress behind the door! PH will be pembangkang sooner than everyone think.,"Dec 8, 2022"
@Eat02171824,"Imagine if 9May2018 nvr happened, imagine nobody took away the old power since 1957, then we will not see the happenings since 'Langkah Sheraton'. Like playing game, dah kalah this round, tunggulah nxt round. So, just waitlah for nxt election. Tak sepatut kacau existing game.","Oct 21, 2020"
@EdwinGoh95,"Unpopular as this may sound, the pain of Langkah Sheraton will be the same as Langkah Seri Pacific. The difference is who? In the case of Langkah Seri Pacific, it will be those who voted for PN.","Nov 21, 2022"
@EggSheeran6,"Malaysians need to know, before there was langkah Sheraton by Muhyiddin & co, there were langkah Kajang and PD spearheaded by Anwar. Either way, we are fucked.","Aug 16, 2021"
@El_0fcg,"The Langkah Sheraton should be written down in history, and people like Azmin Ali and Muhyiddin etc should be labelled as traitors. Let their generation see.","Nov 26, 2022"
@Elise_JeTaime,"Enough of your politics of betrayal with your scheme of things, your SDs your Langkah Sheraton. STOP! Let the government under YAB PM 
@anwaribrahim
 and his team work for the betterment of Malaysia and Malaysians. The rakyat. STOP your ranting. STOP and be a good Opposition. ","Dec 17, 2022"
@Elise_JeTaime,Excuse me. you have no moral compass to speak abt mandat rakyat. You were a part of those that betray the rakyat mandat via Langkah Sheraton. Maybe this is Allah sending a message to you and the whole of PN especially TSMY and TGHHA. Sometimes balasan Allah adalah sangat cepat.,"Nov 27, 2022"
@EncikSood,"Macam langkah sheraton, but they are toppling down UMNO pres. Misplaced priorities, again",Jan 4
@Eswarran7,"Langkah Sheraton 
Langkah Seri Pacific 

#DSAI playing politics the way it should be. About time we witness a phenomenal collab between two enemies who are friends now ahahah! Anyways, all I want #AnwarIbrahim as my #PrimeMinister! Thats it, that man deserves it ","Nov 21, 2022"
@EvenStar79,Ini satu hikmah dari langkah Sheraton. Root out the bad seeds in the party.. and there were many,"May 10, 2022"
@FMQirazza,"Where would langkah sheraton, ismail sabri switch be placed in this graph","Sep 23, 2022"
@FadhilahYusof,Can all party keep quite about this?. You know the frog is using this issue to initiate another langkah sheraton. Now it is up to YDPA decision so everybody should refrain from commenting!!,May 2
@FaizalKmme,"Waittt...let me get this straight. U mean covid19 is absurd or the Langkah Sheraton is actually absurd? ...i’m bloody confuse 
@PASPusat
 @abdulhadiawang
 ","Jan 25, 2021"
@FarahAi64503495,Then muhyiddin and mahathir fight again each other and another Langkah Sheraton move 2.0 again cause instability to political landscape in our country. Never believe this 2 nigga,Jun 5
@FarhainNabila,"Penat. Kecewa. The 1st time aku vote, party yang aku vote tu menang. Then kemenangan tu dirampas dengan langkah sheraton.

The 2nd time I voted, PH won with higher numbers. But not with simple majority. Above all, racial & religious fanaticism works. Kena terima hakikat i guess","Nov 20, 2022"
@FarhanNasa89,"It's a simple question. Why didn't he pass the mantle to DSAI as planned / as promised? This is the issue that the culprits of Langkah Sheraton took advantage of. Tun may not be connected to the culprits of Langkah Sheraton, but he definitely played into their hands.","Nov 14, 2020"
@Farina_MK,"Sembang kari lah 
@fahmi_fadzil
. It’s really dangerous to form a pact with the court cluster. Well do you think he doesn’t want anything in return? If he does not get what he wants, do you think he will just sit down and watch? I foresee another Langkah Sheraton.","Nov 21, 2022"
@Faz_izzz,"If Zahid not appointed to be DPM , Langkah Sheraton 2.0 will happen soon .. wait and see .. Anwar will be PM just only 1 months .. PN will offer Zahid the better position..","Dec 2, 2022"
@Fhitrie89,Dudeeee those thugs' path to putrajaya had already been paved the moment Langkah Sheraton took place. I'd rather have DSAI at the throne with those thugs bowed to him rather than them being led by mahiaddin & co,"Jul 31, 2021"
@Fikri_2013,Pls just ignore him. Think it's part of their strategy for the coming election. PH did extremely well in curbing Covid19. Then we had Langkah Sheraton and the Sabah election which started the whole few waves after that.,"Apr 23, 2021"
@Firdausi_Fauzi,"Langkah Sheraton, the mega betrayal to Rakyat's mandate happens for the very purposes to avoid Anwar become PM

There's hope but i don't believe that their main focus changes

If PH asked Anwar to step down bcos of this episode ,then PN/BN gets what they want all along","Aug 19, 2021"
@ForABetterMY,"Langkah Sheraton is trending. Some ppl are like ""we need to be educated further so it doesn't happen again"" but if ppl dug more they'll find out how PH and PN betrayed Dr M.","Nov 26, 2022"
@ForABetterMY,"Very good question. 
1. Langkah Sheraton saw Muhyiddin working w ppl we rejected in GE14 (BN PAS) to form a gov against the voters wishes but endorsed by the laws and YDPA 
2. Anwar and Muhyiddin blamed Dr M to hide their intentions - blamed Dr M for resigning.","Nov 26, 2022"
@ForABetterMY,Which was why langkah Sheraton caught ppl off guard because they did it over a weekend.,"Oct 3, 2020"
@FormlessWay,"The people has already been victimized since langkah Sheraton, no?","Jul 23, 2021"
@FreeMsian,Langkah Sheraton is betrayal of the century. To beat UMNO after 60 years is no easy feat and the traitors gave it away so cheaply.,"Feb 13, 2022"
@FreeMsian,"Old Man probably removed himself from the Langkah Sheraton move when he realised Azmin didn't bring enough traitors from PKR, which would leave him at the mercy of the Kleptocrats.","Feb 17, 2022"
@FreeMsian,"One guy went to brand those who opposed MUDA's acceptance of a frog as cybertroopers and got called out crudely for his own party's betrayal in the Langkah Sheraton. Before pointing fingers, mind your own action.","Feb 12, 2022"
@FreeMsian,Only Mat Sabu went for the jugular and listed out the damage caused by traitors and backdoor Government since Langkah Sheraton days.,"Feb 17, 2022"
