Twitter Username,Post,Date Posted
@491300363,"As long Zahid Hamidi is BN chairman and UMNO president, he will join Anwar + PH.

At least for the 6 months until UMNO presidential election.","Nov 23, 2022"
@4jmiya,"Not really, they ask him for positions in exchange, they give Anwar the majority = Anwar PM. Anwar had to obey. It doesnt mean he’s in favour of Zahid or any BN ministers.","Dec 3, 2022"
@7Ahmadishak,"DSAI has got what he want ,to b the PMX.He ride on Reformasi n PH supporters .Secret agreement  with his best buddy frm UMNO The Trojan Horse  to form the KP govt .in return zahid is the TPM ..Anwar da kencing PH DAP and Zahid too tipu umno and both of them piss us all Malaysian",May 18
@7partsofsoul,I thought Zahid Hamidi wouldn't make it ,"Dec 2, 2022"
@A4222_,"MoU is legal binding, sit with President and Deputy of both BN and GPS to iron out the support terms.

But one should also be reasonable.

Next , DSAI should support Zahid and Abang Jo. As that party President.
While all of us have some level of cons, Discussion has a good outco","Nov 26, 2022"
@AAfizann,I surely believe DSAI already have the anwser regarding Zahid Hamidi,"Dec 2, 2022"
@ADarwisy22,Ismail was the poster boy for BN. Why not appointing Ismail instead of Zahid for DPM,"Dec 2, 2022"
@AKV9021,"And the alternative was? PN + BN 2.0. More Jana Wibawa, more Musa Aman's charges dropped. Would that be tackling corruption?

Tak nak Zahid, fine. Where's your better alternative after the GE15 hung Parliament? Let's hear it",18h
@AKV9021,"Oh, so he was fine betraying the mandate & switching sides to work with BN....janji takde Najib &  Zahid?

What a hero","Dec 4, 2022"
@AKV9021,"PN + BN again lo. Zahid will be frozen out. Other UMNO   guys like Hisham & Mail would be in Cabinet. Apparently they are nOt cOrRuPt lol.

So same thing as what we had since Sheraton la. 3.0 version. Except maybe Hadi DPM coz 44 seats.

You good with that?",Feb 8
@AKV9021,"Pretty sure that is a reference to a civil service circular.

So its a PH govt when its convenient, and a BN-including-Zahid govt when you're trying to score a different point?",Apr 3
@AKadrishah,"On depleting support for UMNO, my mom (80+y.o.) a hardcore UMNO does not want to vote for UMNO because they cannot be trusted. Starting with TunM after Anwar being sacked, later TunA better but too slow, Najib self indulgent & corruption and Zahid the same",Jan 3
@ALPHAKILO_87,"UMNO ultimate hope to revive popularity and be dominant again is Najib. 

Zahid is betting on that, clearly.

Now, do you think PMX directly/indirectly has helped this by appointing Zahid as DPM1?",Mar 3
@ANasir176,Zahid Hamidi is good at handling money,"Nov 25, 2022"
@ARSolutionMY,UMNO warlord Zahid Hamidi calling the shots,"Dec 18, 2022"
@A_Packs,Now I'm convinced this has all been an elaborate plan of Anwar and Zahid since 1998 to gain power and exact revenge on Mahathir and UMNO,"Dec 7, 2022"
@AbStomek,"What choice did PH have? UMNO and it's allies will pull out 100% during Zahid's trial. Unless if they drop his charges, which PH must proceed to walk the talk.","Nov 25, 2022"
@AbaGengGeng,"Anwar needs UMNO
UMNO needs Anwar

Muhyddin needs UMNO
Hadi needs UMNO

Prior to GE15, everyone shouting one vote for PH and PN = one vote for Zahid & UMNO.

Looks like Allah granted the wishes.

Enjoy.",Apr 12
@AbaGengGeng,"Pot calling kettle black.

Amanah do, ok.
DAP do, ok.
Keadilan do, ok.

UMNO do, PMX has to re-evaluate & pressure Zahid.

Logic for fanatic supporters is when the results as not what they wanted, go beserk. 

Similarly happen to the opposition.",May 11
@AbaGengGeng,"UMNO Zahid is the student.

Teacher is Anwar Keadilan.

Zahid learnt from Anwar to get royal pardon for his ex boss.

Dejavu. 

Keadilan did it better by getting royal pardon as quick as one week after GE14. 

UMNO is super slow.",Apr 7
@AbangKhairy,"1st - LCS not under Anthony Loke, 2nd PH is the government now, their job is to solve the problem created by PN/BN - those are bound by contract. So what is your complaint here? Does Zahid courts cases bee thrown out? Substance, objective, conclusive - you have none.",May 28
@AbdFauzi,Zahid Hamidi pledging help for Bentong on Rara’s fb page.,"Dec 13, 2022"
@AbdKarimBinYasi,"Tan Sri Annuar Musa was sacked from UMNO. 
Don't give up Tan Sri. Fight on until that ""Dictator"" Zahid is removed from being UMNO president.","Dec 9, 2022"
@AbdKarimBinYasi,UMNO has now become a dictatorship with Zahid Hamidi being the dictator.,Jan 15
@AbdulHadiNasri,MoU ni makes it even more to immediately remove Zahid Hamidi sebagai Presiden UMNO in the coming PAU. Please make it happen.,"Dec 17, 2022"
@Abdulshahiir,Henry cavill as zahid hamidi is perfect tho ngl,"Dec 15, 2022"
@AbeMicksuka,"just for reminder, not all BN MPs are with PH and Wak Zahid.

Soon it will become clearer. 

More uncertainties ahead.","Dec 4, 2022"
@Abi578,"Tuan, the point is don't play with me as a minister. PH buat U-turn. Soon Zahid's case is NFA. Rafizi denied what he had said about Azam. Same with PM/MOF due to circumstances. DSAI says to stop questioning Raja2/YPDA decisions. M'sia is doomed. Back to square 1. D winner is BN","Dec 6, 2022"
@Abisyifa15,"Orang UMNO pun ada yang nak turunkan zahid. He is not reliable for PH. All the UMNO MPs, as a pack is important for the current gov. Not zahid alone.","Dec 1, 2022"
@Aboutfa10242843,"Zahid, is not worth the salt in the wound.A corrupt  UMNO, is a curse. Reformasi.",Jan 28
@Acespada91,"Sucks right? But I guess thats one of the syarat BN nak gabung dengan PH. What if….masa perhimpunan agung UMNO, zahid dah tak presiden, and the next presiden then buang dia dari party, hence dia lost the seat and TPM post? Hmmmm","Dec 2, 2022"
@AdSiras,"if bn combined with pn, zahid would be denied. if we look at different angle, anwar have far lack in support, unless he lick zahid balls. pn doesnt want to do just that. anwar<muhyiddin","Dec 3, 2022"
@AdamHensem60,"Zahid as DPM is the best to happen after anwar as pm10. Its vital that zahid win umno's presidency in december and this post will give him the edge...or else someone who is pro pn wins, he might just pull out umno from the coalition govt and cause it to collapse.","Dec 1, 2022"
@AdamKirimaru,"Anyway - PH voters are known to call others names , When they cannot win any arrguement, they start calling ppl names and labels. So sad. Anyway like I said, working with BN not the same as working with Zahid. Unlike AI that kept going with the narrative 'no penyamun'","Dec 16, 2022"
@AdamSafOne,"People forgot that anti-hopping law prevent individual support, it's en-bloc means everything should pass through Mr. President himself or in other words if PN wants BN they must take Zahid too, it's inevitable which explain why UMNO didn't contest president position.",May 3
@AdamSafOne,"Which is stupid of UMNO MPs to sign up the deal with Zahid first. Every single UMNO MP has blood on their hand for putting Zahid in power. Nak settle senang jer, kosongkan kerusi and contest semula. That will be fair and square tapi siapa yg berani jer la ",May 4
@AdamaMotorolaaa,It's no secret that Zahid has always idolized Anwar. Maybe dah lama pasang impian untuk tadbir negara together with Anwar. It has finally and miraculously become a reality. Glad to see that it brings the best out of Zahid. Focus on working for the rakyat and UMNO will rise again.,"Dec 19, 2022"
@AdamaMotorolaaa,"Lantikan Zahid as TPM was due to respecting the hierarchy in UMNO. Not doing so will cause a turmoil in UMNO, hence destabilizing Anwar's govt.

Pretty sure Anwar would love Tok Mat as his TPM though. Seems like Tok Mat is one of Anwar's favourite ministers.",Mar 17
@AdamaMotorolaaa,"Nah, nothing surprising whatsoever. Anwar and Zahid have always been buddies since day 1, dating back to the days when Anwar was TPM and Zahid was UMNO's Youth Chief.","Dec 19, 2022"
@AdderlyShah,"I went back to vote and urged others to vote to make sure crooks like Zahid and BN don't win.

Yet here we are, seeing a cabinet where UMNO is basically in power positions.

This is really disgusting and sad.","Dec 2, 2022"
@Adh1007,The malay area will go PN...especially malay votes from Umno ! To punish Zahid Hamidi,Jan 28
@AdiArifinn,"Relationship of Anwar-Zahid is not just newly formed. The reason Muafakat Nasional(BN+PAS+BERSATU) crashed was bcs Zahid as BN leader wanted to support PH. While his other comrades might wants PN, Zahid wouldnt be in good mood now if the thing is not leaning toward Anwar","Nov 23, 2022"
@AditRahim,"Instead of Anwar making Zahid PM, it would be magnanimous for Zahid to instead step aside and push for Tok Mat to take up DPMship. Zahid then focuses on rebuilding UMNO and BN. Go out on a high!","Nov 30, 2022"
@AdrianEe23,"looking at the turn of events, maybe zahid has not much choice but to join PH. some BN candidates has publicly said they won't support PH, and some in GPS also won't support PN. so maybe it would voice down to individual supporters regardless of coalition?  is that even possible?","Nov 21, 2022"
@AerieAriffin7,members fanatic of Zahid Hamidi should follow him if he resign.,"Nov 23, 2022"
@AfcBergy,The difference is one claimed to has SDs from 10 BN MPs supporting him as prime minister meanwhile the other one is in a Kerajaan Campuran not 'Perpaduan' with BN and about to appoint Zahid as TPM,"Dec 2, 2022"
@AfiqNoorhisham,"Bila zahid join PH? Get ur fact right pls.
They working together to form unity govt. BN wont accept PH in their coalition.","Dec 6, 2022"
@AfralAbdullah,"1. Agong first proposed that 2 biggest block (PH & PN) merge to form a unity govt.
2. Arrogantly, PN/Muhyidin reject the idea.
3. To make the unity govt works, PH had no choice, but gotta work with BN & others.
4. Zahid is the chief of umno & bn.
5. He's yet to be proven guilty.","Dec 1, 2022"
@AfralAbdullah,"One must not forget that it was YDPA who requested that umno be part of this unity govt, thus, whoever replace Zahid, he is bound to respect if not adhered to Agong's request which in certain term can be considered as being a decree.","Nov 26, 2022"
@AfralAbdullah,"Sabah & Sarawak have been accorded the status of region and are no longer regarded as states within Malaysia, said DPM @zahid_hamidi 
Under such circumstance, they are entitled to do what's best for their regions.
Peninsular Malaysia had many skyscrapers, towers. No?",Jan 28
@Afro_Dreamer,"If anyone needs a lesson on how to #UbahDariDalam, just ask Zahid Hamidi ","Nov 30, 2022"
@Afro_Dreamer,"Let's see. Prime Minister Anwar has to deal with:

a) Actual opposition in the form of Perikatan Nasional;
b) Zahid's faction in UMNO who will start demanding shiny things in exchange for loyalty;
c) Pro-PN UMNO men (we do not know how many) who may destabilize this government;","Nov 28, 2022"
@AhliPolitikus,errr but he did in fact voice out before GE15? Lost when contesting for UMNO presidency and lost his seat in Rembau and got kicked to a PH stronghold. Openly supported Ismail Sabri to lead UMNO presidency instead of Zahid BEFORE GE15. Easily verifiable LOL,"Nov 23, 2022"
@Ahmad0012867272,"Hasan,Abbas,Shaheen,Sajid,Yasir 

They played vs AUS,series lost

Ali,Zahid,Abrar,Faheem,Haris,Waseem

They played vs ENG, series lost

Ab wo Khud bowler bn jaye???","Dec 21, 2022"
@AhmadMahalil,You're in the list too.....I quote Zahid Hamidi,"Nov 24, 2022"
@Ahmadkh62208418,Just take a long break bro. Take a good vacation with the whole family. Refresh your mind and forget about UMNO for a while.. let zahid run the show,Jan 28
@AimanDrummer,Zahid will definitely undermine him soon. I'm sorry but everyone here is pointing PN as the biggest bad but I don't buy that. Umno is never to be trusted,Mar 4
@AimanZahry,"If Zahid is later on guilty, then what's stopping Anwar from filling the post with the new president of UMNO? Similarly, if Zahid loses his presidency in the coming UGA, what's stopping Anwar from appointing the new president as TPM? I think it's premature to say ""white-washing"".","Dec 2, 2022"
@AimanZahry,"Pray Zahid doesn't make any rash decisions to betray his old friend. We dont need BN with PH, we just dont need BN with PN.","Nov 22, 2022"
@Aisehman,"Zahid Hamidi the DPM is meh.

What's interesting is Zahid the Rural and Regional Development Minister.

Under Budget 2023 tabled by the previous govt, the ministry was given RM11 billion. 

Not sure how much Anwar will give Zahid under his Budget 2023, but I bet it'll be a lot.","Dec 2, 2022"
@AizatKamal10,Alolo swett...ye..we will be better country without zahid n umno n najib..but..u wont be PM..hmm what a we become now..,May 15
@AizuddinRusydan,But Zahid will remain as umno’s president? How’s that not freeing corrupt leaders?,"Nov 24, 2022"
@AjacNamibi,"The chronology is very clear. 
Turning this issue as BN betraying the voters is unfair. As for Zahid arranged the meeting before King ever suggested the idea, just vote him out during pemilihan. Easy. But to blame the entity itself kinda sad...","Nov 24, 2022"
@Akengszr,"Bunch of stupid people celebrating Zahid hamidi remove KJ, then now support to expose KJ corruption, but kes zahid kira langsaii. 
Malu laa membenarkan tindakan zahid hamidi just because UMNO with PH, to make gov look good.",Jan 28
@AkmalASamah,"Bercinta dengan pencuri hak rakyat. Should have steal something from you. But nvm, you guys prob umno puppets anyway who gain wealth and power by licking zahid ass.",Feb 13
@Al_WalidG,"You will regret if you put the others from BN. They can backstab anytimes. Zahid is our ally because he's the one who agrees to combine, so better put him as DPM","Dec 1, 2022"
@AlawiyahYussof,I guess Zahid Hamidi is not the deputy prime minister. He is the PM2.,Mar 26
@AlawiyahYussof,"Nope, I beg to differ. Anwar and his team will be eaten by them.

If Zahid and gang (Umno's top 5) can orchestrated the downfall of Muhyiddin and Ismail Sabri (their own man), they can do it again.

This will be when PKR 'lena' with all their 'mimpi'.","Dec 2, 2022"
@AlexVanStraten1,"Without BN u guys won’t have 111 as well. U need BN, whose president cleared of all 40 bribery chargers during the last gov! So, whoever I vote for, I’ll get Zahid. But at least this way I don’t get Zahid + some fanatical bigots in PN! All eyes on Anwar now.","Dec 3, 2022"
@AlfShahril,"As Anwar Ibrahim said.
""Everyone not guilty u til proven by the court""
Lets us not assume anything that still not proven yet. As Anwar Ibrahim trusting Zahid Hamidi still not the perasuah until mahkamh decide","Nov 30, 2022"
@AlfShahril,"Be more like DAP, put ZAHID HAMIDI AS CRIMINAL as DPM.
Right Move!","Dec 5, 2022"
@AlfShahril,"Dah banyak sangat² membantu. Buy, it is what it is. I still opposed this kind of coalition regardless of either PH or PN yg pegang BN. Its will kill those yg pegang BN sendiri. Dengan bagi posisi TPM kpd Zahid,i'm sorry to really² DOUBT the way of Anwar politiking","Dec 3, 2022"
@AlfShahril,"Then is OK to lantik Zahid Hamidi as Timb PM? 
Are you blind or stupid or what?
Is purely clear because Datok Jo is Mail's Sabri people. And not Zahid's people, That is why Anwar prefer Mat Maslan rather than Datok Jo himself. Everything allegedly, give evidence la mangkok",Feb 28
@AlfShahril,"You are simply drowning yourself with this issue.
Your either lose malay vote. Or non malay vote as consequences.
Nothing get its rights since you used ur power to restored Zahid' authority over UMNO presidency.

May Rakyat serve you right",May 19
@AliAhme70978158,I agree. But there is uncertainty when Zahid go. If Mat Hassan go up I think BN wld stay. If Hishamuddin or Anuar Musa I dnt know,"Nov 26, 2022"
@AliaLiverpool,Funny that Anwar Ibrahim choosing Zahid Hamidi is way better than him choosing Mahathir.,Mar 19
@AliaLiverpool,"Tbh i don't really care much abt Zahid Hamidi and Najib's court cases. Reason is that i can't relate to it. But if Muhyiddin goes to court with the allegations he did from COVID19 times, that's something else there. That's personally affect me and people around me.",Mar 9
@Alif_Ridzo,For now the priority is to make sure that Zahid win the Umno election next year.. His victory will guarantee a 5 year unity government..,"Dec 7, 2022"
@Alif_Ridzo,Maybe one day you should make cartoon about Zahid Hamidi.. He’s rise from Najib’s secretary to become Deputy Prime Minister for the second time is truly remarkable.. For context he was charged under ISA in 1998 during reformasi..,"Dec 3, 2022"
@AliffXP,Steady Lord Zahid Hamidi,"Dec 2, 2022"
@Alphapast,"Zahid is BN's boss, and BN was the king maker. Not PN, not PH. Had they've chosen to side with PN, the situation would be very similar. Mahiaddin also wouldn't have a choice but to do what Anwar is doing.","Dec 3, 2022"
@AlushiFarhan,"Again, this is blind and naive. The deal made by PH and BN is to interfere in the country’s justice system and get Zahid’s cases dismissed. In return, Anwar gets full backing to be PM10. 

Why else would Zahid insist on joing Anwar/PH. Please don’t be so naive.","Nov 21, 2022"
@AlushiFarhan,"And PH’s campaign against KJ turned out the opposite. 

It turned out to be Undi PH = Undi Zahid. 

Last few weeks, PH were chanting undi bn = undi zahid and now they’re supporting him. So the next time they’re talking about integrity, please don’t take them seriously.","Dec 3, 2022"
@AlushiFarhan,"Those who have this opinion are truly blind. Why on earth would Zahid insist on joining Anwar/PH if his court cases are not part of the agreement? 

If PH+BN forms the government tomorrow, Tok Mat will be made a DPM. He is one of Zahid’s people. Do tha math!","Nov 21, 2022"
@AlwennaMichelle,The irony when we choose PH cause BN is toxic with Zahid inside. Yet our TPM is Zahid ,"Dec 3, 2022"
@AlwynFong,"BN sure know that if they join forces with PN, they will get swallowed by PN easily. Now I think they are planning to do is to kick out Zahid. That's their number 1 goal. Then only to join forces with PH. BN has ruled the country for 60 years, they are not dumb.","Nov 23, 2022"
@AmarHMF,Nga kor ming? Zahid hamidi? Serious dude? Okay. You will loose it. Sure you will loose it. Terbenam,"Dec 2, 2022"
@Ametdimilimus,You live longer enough to see Zahid Hamidi giving speech in a PH rally....,"Dec 6, 2022"
@Amirul_Askandar,"At first they signed the SDs. Then BN meeting and decide not to side to any coalition. Those who signed the SDs then retracted their SDs. Then, Zahid went to met Agong and said all BN MPs chose to back up Anwar as PM. Suppose Zahid should follow the meeting decision.","Nov 23, 2022"
@Amirul_Askandar,"Thief? Who is thief? Do u mean Zahid Hamidi with 47 court cases? Yeaaa, u r right, never work with that thief. PH should not approach thief right?","Nov 23, 2022"
@AmmarKasno,"Zahid Hamidi as DPM is as predicted. Otherwise the gov will collapse. As I mentioned prev, freedom of judiciary will be the key.

But Tengku Zafrul as MITI and Nga Kor Ming for KPKT, wayyy beyond comprehension.

That's the 'beauty' of UG I suppose.","Dec 3, 2022"
@AmmarharizAH,"how can u talk about corruption if beside you u have zahid hamidi,dont trust politican ,they are just the same shit with different face",Mar 21
@Amore_988,Zahid Hamidi is the real kingmaker,"Dec 2, 2022"
@AmyraZulkarnain,ZAHID HAMIDI? What a joke mannnn ,"Dec 2, 2022"
@AnasZubedy,"Whether we like him or not, we must agree that Zahid Hamidi is the shrewdest politician today. He managed to get both PKR & DAP leaders and supporters to kaw2 support him as TPM! 

Peace.","Dec 2, 2022"
@AnasZubedy,"While UMNO is trying to get rid of Zahid, PH and their supporters are throwing him a lifeline. . Peace.","Nov 22, 2022"
@AnbalaganRamas3,Most importantly Zahid Hamidi and BN,"Dec 4, 2022"
@Andrewsuta,Suddenly I like #ZahidHamidi for his support to #Anuaribrahim,"Nov 27, 2022"
@AndromedaM312,"Cabinet size is abt right with some fresh new faces. Quite balanced in terms of party representation. Not going to whine abt Zahid or Zafrul. 

Zahid played a key role in BN's forming a govt with PH, people got to learn to live with that. Otherwise, you get TSMY's PN/PAS govt.","Dec 3, 2022"
@AnuarF2,"GPS & GRS shall not support PH unless Umno did, u knew this rite?

Btw arent you glad Anwar is our PM? Cant you see the Country is progressing well ? Yes its a long way to go but did you not feel d positivity !?

Or u prefer Adi Awang, or Abah Kau who is no better than Zahid !?",Mar 18
@Aoshi88,So... gattai with BN but what happens to Zahid?,"Nov 24, 2022"
@AronOsman,"We dont care nak appoint whoever orang BN pun in cabinet but Zahid. 

YNWA is fuckin merepek !","Dec 2, 2022"
@AroneXcell,Zahid step down first then we accept any decisions BN made.,"Nov 22, 2022"
@AroneXcell,zahid hamidi step down first then we will accept any decision BN made.,"Nov 24, 2022"
@ArroraThe,"At 1st, YDPA wanted PH+PN. When PN rejected, then YDPA called BN to IN just after BN decided 2 stay as an apposition. When BN agreed then only Anwar sworn in. Zahid was there. PN also cant get the numbers without BN. PN+GRS+GPS+BEBAS=108.","Dec 5, 2022"
@ArtOfSanity90,That's where you are wrong. BN already released a statement calling out PN behaving ungentlemanly for approaching BN MPs for support without Zahid. Anwar and PH is the one that is gleefully kissing Zahid on the lips.,"Dec 3, 2022"
@ArveentPSM,"Hahaha well with all of the sympathy PH supporters have given, UMNO is also in charge. Can blame me for sounding like a PAS supporter, but remember Anwar is actually a Zahid supporter now. No change happens when you don't make noise, cannot be naively trusting them",Feb 16
@ArveentPSM,I'm really sorry but Zahid for rural ministry if done to entice PN voters is not a good strategy. The exodus from BN is partly due to him,"Dec 4, 2022"
@ArwahMaklampir,"2/ More like Zahid accept Anwar as someone whom he can trust n less evil compare how he has been treated by others

As vulnerable as he is, he also need to think of UMNO on his shoulder

Thus, Anwar is the best answer for him n UMNO","Dec 4, 2022"
@ArwahMaklampir,"I tolak KJ, tolak Midin, tolak Hadi Awang n Zahid

With Anwar as PM n Rafizi as minister for reform

Therefore, I don’t mind to tolerate Zahid as long as those broker PN in UMNO wont come back into Power n topple Unity Gov","Dec 1, 2022"
@ArwahMaklampir,"If no zahid, This unity gov surely fall tomorrow. GPS only answer to BN

If broker PN in UMNO hold the Power, BN will align back with PN and form gov. We will back to Square One 

So the key is in zahid, strategically. If He fall, UG will fall ","Dec 1, 2022"
@ArwahMaklampir,"Zahid is Actually secured. President UMNO Is elected tru Ketua Bahagian

If He hold most of their balls or their loyalties are with him, KJ or anyone wont have the chance","Nov 25, 2022"
@AryneJames96,I can understand both side arguement regarding zahid hamidi.,"Nov 30, 2022"
@AryneJames96,"Ngl most umno minister perform really well as minister like ahmad maslan,azalina,tengku fazrul and zahid hamidi.

I don't like them as politician but as minister they doing a great job tbh , credit is where credit's due.",Apr 2
@AsiAsirab,"PH kept their promise by not appointing Syed Saddiq and LGE both of whom have ongoing court casses.
As for Zahid Hamidi, Anwar's hand is tied as he has to respect and follow the list given by BN. Same goes for Zafrul and some from GPS.","Dec 3, 2022"
@Asma371976444,Waiting case LCS zahid . The corruption person in malaysa Zahid Hamidi.,"Dec 10, 2022"
@AssminAli,"I am just glad non of MoF, KDN, falls into UMNO. Could care less about Zahid taking rural developments","Dec 2, 2022"
@AssminAli,Zahid Hamidi about to return as Home Minister unfortunately. The guy who told those that don't support BN to get lost from MY. The guy who abused sedition act against Opposition leaders during Najib's time. The guy who said we shoot criminal first . PH mudah lupa,"Dec 2, 2022"
@AstroRadioNews,"MIC deputy president Datuk Seri M. Saravanan says they need more time as they’re still discussing several issues.

MCA Secretary-General Datuk Chong Sin Woon, meanwhile says they’ve already asked BN chairman Datuk Seri Ahmad Zahid Hamidi to inform the Palace about the request.","Nov 23, 2022"
@Atikanaza,"I can try reaaaaaaaally hard to analyse why Zahid is in the cabinet of Unity Government. But Zafrul? For MITI. Out of all the guys in BN, i was damn happy Zafrul lost in PRU15. Make it makes sense!","Dec 2, 2022"
@AuFaitMY,"UMNO or rather Zahid put in a new CM for Melaka. His next step is for a new MB in Johor so that his man will helm the Johor Govt.
The comment was made in the Johor context. A very fair comment. Daulat Tuanku.",May 6
@AuFaitMY,and also unconditional support to Zahid and BN!,"Dec 3, 2022"
@Audrey_Earnhart,"Yup did the same thing, couldn’t find Zahid Hamidi’s name",Mar 11
@AzgafViands,Anyone from UMNO must be sponsored by Zahid. Johari is not the chosen one.,Jun 4
@AzgafViands,"He has done his homework very thoroughly. He planned the whole episode, first is his interest, second is UMNO's interest. If he goes to jail, PMx dropped. DAP now supports Zahid's release, a move choreographed by Zahid to avoid resistance. Najib is on pardon & Rosmah's dropped.",Apr 11
@AzgafViands,"Sometimes Zahid could be correct in collaborating with PH. Without which UMNO would be down the drain. However, the members do not realise that they are from rag to riches. They expect the govt to agree with all their demands. We will see what's next for UMNO in the next PRN.",Jun 9
@AzgafViands,"When he is with you, you honour, when he is not, you hate. Good example: Zahid Hamidi.",Mar 3
@Azhder8,PM Anwar may well have painted himself into a corner and shortened his tenure with the appointment of DPM Zahid. UMNO MPs who has been calling for Zahid to step down will likely support a no- confidence vote.,"Dec 2, 2022"
@AzirulRamli,Actually remarks is a signal..failure on Sabah UMNO to kick out Hajiji..Zahid telling PmX there were a negotation between PN n BN is real...PMX had to listen to him..dont put him aside ..,Jan 11
@AzirulRamli,Dont forget DS Zahid as TPM..2nd man in the Gov..steady UMNo..,"Dec 2, 2022"
@AzirulRamli,Yeay..DS Zahid TPM .. UMNo really amazing even they lost ..,"Dec 2, 2022"
@AzizulArkaan,YDPA calling the BN MPs now will create new optics. The perception will no longer be that this coalition is Anwar- Zahid secret pact or anyone personal agenda. The narrative will be - that YDPA views that PH-BN will create a more stable govt.,"Nov 22, 2022"
@AzizulMuslim,"DPM is for the very top hierarki of party. who else at the very top of BN beside zahid?

unless he have any other position like abang jo sarawak premier.","Dec 3, 2022"
@AzizulMuslim,"so let say if BN parliment member did it, since it happen in the dewan rakyat, zahid hamidi just pretend it never happen and cannot do a thing?? 

Please, someone do it, so we can see what judge ruling for this. (2/2)","Dec 17, 2022"
@AzmatHu0,"Exactly zahid's point.. now is time that we should not hide behind politicians & point out real culprits.
2ndly, A TV channel ban and toppling a elected govt by going in bed with estblshmnt are separate things.
Lastly, IK's alternative, NS&Zardari, have bn facilitators forever",May 26
@AzriAbdullah22,"My gripe with the Cabinet -

No Gobind, No Dr Dzul. Two of PH ex performing ministers are omitted.

Hasni from BN not in. Probably the best candidate from BN to be slotted on.

The inclusion of Zafrul and Zahid. The latter is expected, the former is just ridiculously baffling.","Dec 2, 2022"
@Azwan_atiq,"If zahid is executed, all mp from BN withdraw the support. Then what. Zahid hamidi is free?","Nov 22, 2022"
@BIMBSecurities,"Political:
•No official discussion on seat distribution between PH and BN for state elections, Anwar says
•Ahmad Zahid leaving it to ROS to decide validity of Umno's no contest motion",Jan 25
@BIMBSecurities,"Political:
•PM gives assurance Malaysia will be well governed 
•Umno has submitted all info on no-contest motion to ROS, says Ahmad Zahid 
•Ukraine war live updates: Zelenskyy makes heartfelt call for EU membership; U.S. and UK jointly sanction Russian cybercrime group",Feb 10
